CS_ID	Keyword_ID	Intent_1	Authority
CS_14045	foot problems gout	Generic	Expert
CS_14046	fetal monitoring courses	Generic	Expert
CS_14047	gas flatulence treatment	Guide	Expert
CS_14048	non diabetic blood sugar levels	Generic	Expert
CS_14049	what can cause itching	Direct Answer	Expert
CS_14050	natural cure for gingivitis	Guide	Expert
CS_14051	physician statistics	Direct Answer	Expert
CS_14052	surgery for gerd	Generic	Expert
CS_14053	normal ige level	Generic	Expert
CS_14054	endometriosis symptoms of	Direct Answer	Expert
CS_14055	last stage of lung cancer	Generic	Expert
CS_14056	how to reduce foot swelling	Guide	Expert
CS_14057	asmanex twisthaler	Generic	Expert
CS_14058	small intestine pain	Generic	Expert
CS_14059	coming off hrt	Generic	Expert
CS_14060	pelvic cancer symptoms	Direct Answer	Expert
CS_14061	signs of colon infection	Direct Answer	Expert
CS_14062	slipped disk treatment	Guide	Expert
CS_14063	svt heart condition	Generic	Expert
CS_14064	back pain when coughing	Generic	Expert
CS_14065	where to buy neo healar	Direct Answer	General
CS_14066	mrsa bladder infection	Direct Answer	Expert
CS_14067	anxiety and blood pressure	Generic	Expert
CS_14068	what is cutaneous lupus	Generic	Expert
CS_14069	abdominal aortic surgery	Generic	Expert
CS_14070	mercer infection	Generic	Expert
CS_14071	side effects of epinephrine	Direct Answer	Expert
CS_14072	how to stop bladder pain	Guide	Expert
CS_14073	new treatment for afib	Guide	Expert
CS_14074	burning pain shoulder blade	Generic	Expert
CS_14075	gatorade colonoscopy prep	Generic	Expert
CS_14076	vagus nerve diagram	Direct Answer	Expert
CS_14077	abdominal gas and bloating	Generic	Expert
CS_14078	black draught laxative	Generic	Expert
CS_14079	lower outside leg pain	Generic	Expert
CS_14080	liver symptoms	Direct Answer	Expert
CS_14081	printable health forms	Resource	General
CS_14082	hypertension signs symptoms	Direct Answer	Expert
CS_14083	fever blister treatment	Guide	Expert
CS_14084	health care articles	Generic	General
CS_14085	what causes rotator cuff tear	Direct Answer	Expert
CS_14086	what is potassium deficiency	Generic	Expert
CS_14087	myocardial perfusion imaging	Resource	Expert
CS_14088	tsh levels for women	Generic	Expert
CS_14089	antibiotics for stomach ulcers	Direct Answer	Expert
CS_14090	mri scan of lumbar spine	Direct Answer	Expert
CS_14091	symptom of encephalitis	Direct Answer	Expert
CS_14092	lacy rash pictures	Resource	Expert
CS_14093	mobile dentist	Generic	General
CS_14094	what is pcos syndrome	Generic	Expert
CS_14095	testicular hernia	Direct Answer	Expert
CS_14096	what is short term memory loss	Generic	Expert
CS_14097	valves in leg veins	Direct Answer	Expert
CS_14098	colon cancer chemotherapy	Generic	Expert
CS_14099	medical benefits of vinegar	Direct Answer	Expert
CS_14100	black cohosh reviews	Generic	Expert
CS_14101	nose polyp surgery	Generic	Expert
CS_14102	pictures of burns to skin	Resource	General
CS_14103	blood cholesterol test	Generic	Expert
CS_14104	what is crps syndrome	Generic	Expert
CS_14105	grants for hearing aids	Generic	Expert
CS_14106	diabetes normal	Direct Answer	Expert
CS_14107	define cognitive behavior	Direct Answer	Expert
CS_14108	symtoms of chlamydia	Direct Answer	Expert
CS_14109	urinary frequency treatment	Guide	Expert
CS_14110	xlif surgery	Generic	Expert
CS_14111	bad odor urine	Generic	Expert
CS_14112	long term effects of malaria	Direct Answer	Expert
CS_14113	list of bloodborne diseases	Direct Answer	Expert
CS_14114	male catheterization	Generic	Expert
CS_14115	does colon cancer look like	Generic	Expert
CS_14116	fsgs kidney disease diet	Direct Answer	Expert
CS_14117	foot and mouth in children	Generic	Expert
CS_14118	how is a liver biopsy done	Generic	Expert
CS_14119	buldging disc in neck	Generic	Expert
CS_14120	what is septic arthritis	Generic	Expert
CS_14121	o2 saturation chart	Resource	General
CS_14122	dartmouth hitchcock hospital	Generic	General
CS_14123	what is speech therapy	Generic	Expert
CS_14124	lung abscess symptoms	Direct Answer	Expert
CS_14125	ask dental questions	Generic	Expert
CS_14126	invisalign complaints	Generic	General
CS_14127	mental health association	Navigational	General
CS_14128	how to heal knee pain	Generic	Expert
CS_14129	too much iron in my blood	Direct Answer	Expert
CS_14130	degenerative osteophytes	Generic	Expert
CS_14131	rife machine side effects	Direct Answer	Expert
CS_14132	articles about depression	Generic	Expert
CS_14133	cinnamon benefits diabetes	Direct Answer	Expert
CS_14134	acoustic neuroma symptoms	Direct Answer	Expert
CS_14135	how to test for allergies	Guide	Expert
CS_14136	pancreatic cancer syptoms	Direct Answer	Expert
CS_14137	hpv vaccine side effects	Direct Answer	Expert
CS_14138	blood test for kidney	Guide	Expert
CS_14139	parotid gland mass	Generic	Expert
CS_14140	what is cognitive dysfunction	Generic	Expert
CS_14141	skin rash on abdomen	Generic	Expert
CS_14142	what is a hernia in women	Generic	Expert
CS_14143	gouty arthritis symptoms	Direct Answer	Expert
CS_14144	what is egfr in blood work	Generic	Expert
CS_14145	leaky bowel syndrome	Direct Answer	Expert
CS_14146	parkinsonian syndrome	Generic	Expert
CS_14147	septic poisoning symptoms	Direct Answer	Expert
CS_14148	bursitis of shoulder symptoms	Direct Answer	Expert
CS_14149	leg pain and cold feet	Generic	Expert
CS_14150	e coli in the blood	Generic	Expert
CS_14151	causes of knee problems	Direct Answer	Expert
CS_14152	vitiligo symptoms	Direct Answer	Expert
CS_14153	undetectable hiv	Generic	Expert
CS_14154	benefits of cactus juice	Direct Answer	Expert
CS_14155	names of allergy shots	Direct Answer	Expert
CS_14156	monovision lasik reviews	Generic	General
CS_14157	iron tibc blood test	Direct Answer	Expert
CS_14158	what is chronic prostatitis	Generic	Expert
CS_14159	coding practice test	Direct Answer	Expert
CS_14160	home health care products	Generic	Expert
CS_14161	sciatica pain management	Generic	Expert
CS_14162	is prostate cancer fatal	Direct Answer	Expert
CS_14163	symptoms of fifth disease	Direct Answer	Expert
CS_14164	healing diverticulitis	Direct Answer	Expert
CS_14165	images of sebaceous cysts	Resource	General
CS_14166	blaylock wellness report	Generic	Expert
CS_14167	substance abuse quizzes	Resource	Expert
CS_14168	normal range tsh t4	Generic	Expert
CS_14169	side effects of asbestos	Direct Answer	Expert
CS_14170	aspartame health risks	Direct Answer	Expert
CS_14171	causes of scalp psoriasis	Direct Answer	Expert
CS_14172	sample medical release	Generic	Expert
CS_14173	discogram procedure	Direct Answer	Expert
CS_14174	arthritis in the toes	Generic	Expert
CS_14175	pain in left arm and shoulder	Generic	Expert
CS_14176	pain in the tibia bone	Generic	Expert
CS_14177	sciatica hip pain	Generic	Expert
CS_14178	blocked subclavian artery	Generic	Expert
CS_14179	mustard plaster home remedy	Guide	Expert
CS_14180	deportation records	Generic	General
CS_14181	papillary carcinoma	Generic	Expert
CS_14182	symptoms of meningioma	Direct Answer	Expert
CS_14183	strong odor in urine	Generic	Expert
CS_14184	sodium level in body	Generic	Expert
CS_14185	clinical assessment forms	Resource	Expert
CS_14186	what causes leg muscle cramps	Direct Answer	Expert
CS_14187	dry tongue while sleeping	Generic	Expert
CS_14188	a spider bite	Generic	General
CS_14189	eyelid swelling treatment	Guide	Expert
CS_14190	what causes mrsa boils	Direct Answer	Expert
CS_14191	heel pain after walking	Generic	Expert
CS_14192	chlamydia signs symptoms	Direct Answer	Expert
CS_14193	heart pacemaker problems	Direct Answer	Expert
CS_14194	cmc arthroplasty recovery	Direct Answer	Expert
CS_14195	sleep anxiety symptoms	Direct Answer	Expert
CS_14196	advanced parkinson disease	Direct Answer	Expert
CS_14197	thyroid specialists	Generic	General
CS_14198	how do i stop vomiting	Guide	Expert
CS_14199	treatment of hives	Guide	Expert
CS_14200	noise in head	Direct Answer	Expert
CS_14201	bakers cyst natural treatment	Guide	Expert
CS_14202	egoscue therapy	Guide	Expert
CS_14203	periodontal surgery	Generic	Expert
CS_14204	varicose veins removal cost	Transactional	Expert
CS_14205	anesthesia billing codes	Generic	Expert
CS_14206	adenocarcinoma of stomach	Generic	Expert
CS_14207	warning signs of alcoholism	Generic	Expert
CS_14208	pain roof of mouth	Generic	Expert
CS_14209	cervical cancer discharge	Generic	Expert
CS_14210	cll cure	Direct Answer	Expert
CS_14211	bursitis shoulder pain relief	Generic	Expert
CS_14212	do i have allergies quiz	Direct Answer	General
CS_14213	obesity statistics	Direct Answer	General
CS_14214	what is stent surgery	Generic	Expert
CS_14215	about cardiovascular disease	Generic	Expert
CS_14216	radio frequency procedure	Direct Answer	Expert
CS_14217	what can mold cause	Direct Answer	Expert
CS_14218	chemotherapy costs	Transactional	Expert
CS_14219	tb signs symptoms	Direct Answer	Expert
CS_14220	advice nurse hotline free	Direct Answer	General
CS_14221	st jude website	Navigational	General
CS_14222	side effects from medications	Direct Answer	Expert
CS_14223	urethral cancer symptoms	Direct Answer	Expert
CS_14224	types of skin diseases	Direct Answer	Expert
CS_14225	is turmeric good for gout	Direct Answer	Expert
CS_14226	hyperbaric treatment cost	Transactional	Expert
CS_14227	foot callus pain	Generic	Expert
CS_14228	spigelian hernia images	Resource	Expert
CS_14229	basophils absolute	Generic	Expert
CS_14230	side effects of estrogen cream	Direct Answer	Expert
CS_14231	what causes oral cancer	Direct Answer	Expert
CS_14232	asperger syndrome autism	Generic	Expert
CS_14233	different kinds of forklifts	Direct Answer	General
CS_14234	ages for colon cancer	Direct Answer	Expert
CS_14235	shingles and pictures	Resource	Expert
CS_14236	triglycerides levels for men	Generic	Expert
CS_14237	identity theft what to do	Generic	General
CS_14238	fastest way to get rid of lice	Generic	Expert
CS_14239	heart pacemaker information	Generic	Expert
CS_14240	hospice and pallative care	Generic	Expert
CS_14241	mycoplasma infections	Generic	Expert
CS_14242	reasons for a kidney biopsy	Direct Answer	Expert
CS_14243	diets for hypothyroidism	Direct Answer	Expert
CS_14244	causes of alcohol abuse	Direct Answer	Expert
CS_14245	leg pain after back surgery	Generic	Expert
CS_14246	test for plaque in arteries	Generic	Expert
CS_14247	orchiectomy surgery	Generic	Expert
CS_14248	bug bite swelling	Generic	Expert
CS_14249	cervical laminectomy	Generic	Expert
CS_14250	hospital admission statistics	Direct Answer	General
CS_14251	eye shingles contagious	Direct Answer	Expert
CS_14252	complaint against hospital	Generic	General
CS_14253	aching legs and knees	Generic	Expert
CS_14254	injury articles	Generic	General
CS_14255	ankle replacement	Generic	Expert
CS_14256	what causes oily stools	Direct Answer	Expert
CS_14257	earlobe cyst pictures	Resource	Expert
CS_14258	definition of echogenic	Generic	General
CS_14259	normal crp range	Generic	Expert
CS_14260	cholesterol levels and age	Generic	Expert
CS_14261	symptoms of lymes desease	Direct Answer	Expert
CS_14262	turmeric dosage arthritis	Direct Answer	Expert
CS_14263	face cancer symptoms	Direct Answer	Expert
CS_14264	bloating after hysterectomy	Generic	Expert
CS_14265	cancer of ureter survival rate	Generic	Expert
CS_14266	benefits of flaxseed meal	Direct Answer	Expert
CS_14267	my chart uva	Resource	General
CS_14268	peritoneal catheter belt	Generic	Expert
CS_14269	information on wetlands	Generic	Expert
CS_14270	swollen liver treatment	Direct Answer	Expert
CS_14271	medical symptom checker	Direct Answer	Expert
CS_14272	how do you get chickenpox	Direct Answer	Expert
CS_14273	bone graft healing time	Generic	Expert
CS_14274	what can stem cells cure	Generic	Expert
CS_14275	cures for cholera	Guide	Expert
CS_14276	numbness and tingling	Generic	Expert
CS_14277	headaches with blurred vision	Generic	Expert
CS_14278	rheumatoid arthritis flare up	Generic	Expert
CS_14279	how to treat blood clots	Guide	Expert
CS_14280	orthofix spinal stim	Generic	Expert
CS_14281	types of schizophrenia	Direct Answer	Expert
CS_14282	inr level too high	Generic	Expert
CS_14283	adenoid carcinoma	Generic	Expert
CS_14284	tick fever symptoms	Direct Answer	Expert
CS_14285	too low blood pressure	Generic	Expert
CS_14286	hifu cost	Generic	Expert
CS_14287	heart and kidney failure	Generic	Expert
CS_14288	hands signs	Generic	General
CS_14289	pictures of eye styes	Resource	General
CS_14290	cervical polyps	Generic	Expert
CS_14291	mental health providers	Generic	General
CS_14292	pain in the shoulder	Generic	Expert
CS_14293	liver back pain location	Generic	Expert
CS_14294	kidney stone symptoms	Direct Answer	Expert
CS_14295	history of hepatitis a	Generic	Expert
CS_14296	brain tumors in children	Generic	Expert
CS_14297	cracked hip symptoms	Direct Answer	Expert
CS_14298	tooth gum infection treatment	Guide	Expert
CS_14299	selective mutism treatment	Guide	Expert
CS_14300	terpin hydrate cough syrup	Generic	Expert
CS_14301	protazen side effects	Direct Answer	Expert
CS_14302	foods that cause bad breath	Direct Answer	Expert
CS_14303	hernia lower back pain	Generic	Expert
CS_14304	whole body shakes	Generic	Expert
CS_14305	cause of sinus arrhythmia	Direct Answer	Expert
CS_14306	what is your immune system	Generic	General
CS_14307	side effects of psyllium fiber	Direct Answer	Expert
CS_14308	pain in heel after sitting	Generic	Expert
CS_14309	what causes rhinitis	Direct Answer	Expert
CS_14310	hospital detox centers	Generic	Expert
CS_14311	blood coagulation test	Generic	Expert
CS_14312	muscular sclerosis symptoms	Direct Answer	Expert
CS_14313	xtandi side effects	Direct Answer	Expert
CS_14314	hidradenitis suppurativa	Generic	Expert
CS_14315	treatment for heat rash	Guide	Expert
CS_14316	legg perthes disease	Generic	Expert
CS_14317	essential oils for arthritis	Generic	Expert
CS_14318	what to do for a tick bite	Generic	Expert
CS_14319	normal glucose level chart	Resource	General
CS_14320	rite aid hours of operation	Generic	General
CS_14321	stress fracture knee pain	Generic	Expert
CS_14322	where to get a colonic	Direct Answer	Expert
CS_14323	basal cell cancer on eyelid	Direct Answer	Expert
CS_14324	signs of midlife crisis	Direct Answer	General
CS_14325	coughing and heart disease	Generic	Expert
CS_14326	cll leukemia stages	Generic	Expert
CS_14327	itchy skin diabetes	Generic	Expert
CS_14328	mental illness case studies	Generic	Expert
CS_14329	heart attack side effects	Direct Answer	Expert
CS_14330	liver cancer information	Generic	Expert
CS_14331	syptoms of throat cancer	Direct Answer	Expert
CS_14332	symptoms of inflammation	Direct Answer	Expert
CS_14333	lumbar spinal fusion surgery	Generic	Expert
CS_14334	esophageal manometry	Generic	Expert
CS_14335	side effects of immutol	Direct Answer	Expert
CS_14336	community health problems	Generic	General
CS_14337	osteoarthritis of the knee	Generic	Expert
CS_14338	blood thinning side effects	Direct Answer	Expert
CS_14339	cancer marker numbers	Generic	Expert
CS_14340	quick toothache remedies	Guide	Expert
CS_14341	find an acupuncturist	Generic	General
CS_14342	spondylosis lumbar	Generic	Expert
CS_14343	fdg avid definition	Direct Answer	Expert
CS_14344	back pain diagram	Resource	Expert
CS_14345	medical coding codes	Generic	Expert
CS_14346	lupus dermatitis pictures	Resource	Expert
CS_14347	swelling treatment	Guide	Expert
CS_14348	cardiothoracic surgery	Generic	Expert
CS_14349	red meat allergy symptoms	Direct Answer	Expert
CS_14350	what is influenza flu	Generic	Expert
CS_14351	lyme disease and seizures	Generic	Expert
CS_14352	citizenship records	Generic	General
CS_14353	best lung transplant centers	Direct Answer	Expert
CS_14354	what is cpk	Generic	General
CS_14355	lutheran hospital denver	Generic	Expert
CS_14356	post stroke headache	Generic	Expert
CS_14357	sudden nose bleed	Direct Answer	Expert
CS_14358	high sedimentation rate	Generic	Expert
CS_14359	how often meningitis vaccine	Direct Answer	Expert
CS_14360	ear wax build up symptoms	Direct Answer	Expert
CS_14361	interventions for depression	Direct Answer	Expert
CS_14362	night sweating around neck	Generic	Expert
CS_14363	what is a gallbladder for	Generic	Expert
CS_14364	phosphorus high foods	Generic	General
CS_14365	partial colon removal	Guide	Expert
CS_14366	labrum tear surgery hip	Generic	Expert
CS_14367	colon infection	Generic	Expert
CS_14368	dd214 replacement	Generic	General
CS_14369	brain stroke treatment	Direct Answer	Expert
CS_14370	ivabradine fda approval	Generic	Expert
CS_14371	what can you do for shingles	Guide	Expert
CS_14372	knee replacement products	Generic	Expert
CS_14373	thyroidectomy recovery time	Direct Answer	Expert
CS_14374	resound hearing aids cost	Transactional	Expert
CS_14375	eye conditions	Generic	Expert
CS_14376	what causes colic in horses	Direct Answer	Expert
CS_14377	pain in calf after knee surgery	Generic	Expert
CS_14378	seborrhea on the scalp	Generic	Expert
CS_14379	hives pictures of	Resource	General
CS_14380	cancer survival rates by type	Direct Answer	General
CS_14381	common icd 9 codes	Generic	Expert
CS_14382	prep for a colonoscopy	Guide	Expert
CS_14383	jock itch pictures female	Resource	Expert
CS_14384	glucowatch price	Transactional	General
CS_14385	lithotripsy cost	Direct Answer	General
CS_14386	home remedy for ringing ears	Guide	Expert
CS_14387	goiter disease pictures	Resource	Expert
CS_14388	tightness in throat	Generic	Expert
CS_14389	recovery time angioplasty	Direct Answer	Expert
CS_14390	zenni optical promo code	Direct Answer	General
CS_14391	treating bursitis in hip	Guide	Expert
CS_14392	withdrawal from alcohol	Generic	Expert
CS_14393	arm shoulder pain	Generic	Expert
CS_14394	tips procedure for cirrhosis	Generic	Expert
CS_14395	elevated psa causes	Direct Answer	Expert
CS_14396	gallbladder attack pain	Generic	Expert
CS_14397	dental bone infection	Generic	Expert
CS_14398	ganoderma and diabetes	Generic	Expert
CS_14399	lymphoma and bone marrow	Generic	Expert
CS_14400	spinal bifida photos	Resource	General
CS_14401	first aid for heart attack	Guide	Expert
CS_14402	bilateral lung nodules	Generic	Expert
CS_14403	beginning stages of dementia	Generic	Expert
CS_14404	gbmc patient portal	Generic	Expert
CS_14405	cobalt poisoning	Generic	Expert
CS_14406	what is hepatitis b symptoms	Direct Answer	Expert
CS_14407	sciatic nerve in leg	Generic	Expert
CS_14408	bell lifestyle products reviews	Direct Answer	Opinion
CS_14409	what is a lymph gland	Generic	Expert
CS_14410	effects of too much sleep	Direct Answer	Expert
CS_14411	what are the signs of angina	Direct Answer	Expert
CS_14412	cure for brain cancer	Guide	Expert
CS_14413	tingling in left hand	Generic	Expert
CS_14414	symptoms of gastric polyps	Direct Answer	Expert
CS_14415	malignant tumor in neck	Generic	Expert
CS_14416	side effects of colposcopy	Direct Answer	Expert
CS_14417	cpt code for ivig infusion	Resource	General
CS_14418	medical symptoms finder	Direct Answer	Expert
CS_14419	what is a prickly pear	Generic	General
CS_14420	how to get rid of stomach gas	Guide	Expert
CS_14421	shunt heart surgery	Generic	Expert
CS_14422	new patient information form	Resource	General
CS_14423	naturalization records	Generic	General
CS_14424	different skin cancers	Direct Answer	Expert
CS_14425	d dimer blood test	Generic	Expert
CS_14426	homeopathic store	Generic	Expert
CS_14427	red watery eyes	Generic	Expert
CS_14428	cellfood and cancer	Generic	Expert
CS_14429	vap cholesterol test	Generic	Expert
CS_14430	chronic sinus disease	Generic	Expert
CS_14431	hemorrhagic stroke causes	Direct Answer	Expert
CS_14432	mite bites on humans	Generic	Expert
CS_14433	liver biopsy cost	Transactional	Expert
CS_14434	what is a normal psa number	Direct Answer	Expert
CS_14435	pics of blood clots	Resource	Expert
CS_14436	chia seed oil benefits	Direct Answer	Expert
CS_14437	eye exam on line	Generic	General
CS_14438	what causes skin rashes	Direct Answer	Expert
CS_14439	pain in right buttock and leg	Direct Answer	Expert
CS_14440	bunions on feet	Generic	Expert
CS_14441	magnesium sulphate uses	Direct Answer	Expert
CS_14442	abiraterone side effects	Direct Answer	Expert
CS_14443	acupuncture benefits	Direct Answer	Expert
CS_14444	rabeprazole generic	Generic	Expert
CS_14445	one watery eye	Generic	Expert
CS_14446	ask a dentist for free	Generic	General
CS_14447	test my webcam	Generic	General
CS_14448	diastolic hypertension causes	Direct Answer	Expert
CS_14449	gluteus muscle pain	Generic	Expert
CS_14450	write a conclusion	Generic	General
CS_14451	how to cure lower back pain	Guide	Expert
CS_14452	blood clot in left arm	Generic	Expert
CS_14453	normal white blood count range	Direct Answer	Expert
CS_14454	foods that help fight cancer	Generic	Expert
CS_14455	aortic regurgitation	Generic	Expert
CS_14456	grief and loss	Generic	General
CS_14457	quick acting laxative	Generic	Expert
CS_14458	cervical stenosis	Generic	Expert
CS_14459	ct angiography	Generic	Expert
CS_14460	body cramps all over body	Generic	Expert
CS_14461	your real age quiz	Generic	General
CS_14462	adult diabetes symptoms	Direct Answer	Expert
CS_14463	heart defibrillator procedure	Generic	Expert
CS_14464	neck biopsy procedure	Generic	Expert
CS_14465	about rosacea	Generic	Expert
CS_14466	leg and feet pain	Generic	Expert
CS_14467	wasp sting remedies	Direct Answer	Expert
CS_14468	sclerosis definition	Generic	General
CS_14469	what a vision means	Generic	Expert
CS_14470	foot fungus remedies	Direct Answer	Expert
CS_14471	images of ovarian cancer	Resource	Expert
CS_14472	white stools in adults	Generic	Expert
CS_14473	latest news on hiv cure	Generic	General
CS_14474	onions and the flu	Generic	General
CS_14475	throat cancer information	Generic	Expert
CS_14476	gaviscon ingredients	Generic	Expert
CS_14477	omeprazole magnesium	Generic	Expert
CS_14478	treatment for enlarged uterus	Guide	Expert
CS_14479	fluid electrolytes imbalance	Generic	Expert
CS_14480	smashed fingernail treatment	Guide	Expert
CS_14481	what stops sugar cravings	Generic	Expert
CS_14482	foraminal narrowing	Generic	Expert
CS_14483	is ensure good for diabetics	Generic	Expert
CS_14484	mucous cyst on finger	Generic	Expert
CS_14485	moringa dosage	Generic	Expert
CS_14486	bunions treatment	Guide	Expert
CS_14487	the cause of alcoholism	Direct Answer	Expert
CS_14488	headache on top of head	Generic	Expert
CS_14489	typhoid vaccinations	Generic	Expert
CS_14490	injections in neck for pain	Generic	Expert
CS_14491	how to treat a haematoma	Guide	Expert
CS_14492	quadricep muscle injury	Generic	Expert
CS_14493	causes of clubbed fingers	Direct Answer	Expert
CS_14494	what is spinal scoliosis	Generic	Expert
CS_14495	relapse prevention	Generic	Expert
CS_14496	what is subluxation	Generic	Expert
CS_14497	sudden onset dementia	Generic	Expert
CS_14498	recluse spider symptoms	Direct Answer	Expert
CS_14499	severe bruise treatment	Guide	Expert
CS_14500	strep in urine	Generic	Expert
CS_14501	record worth	Generic	Expert
CS_14502	treating enlarged heart	Generic	Expert
CS_14503	common heart problems	Generic	Expert
CS_14504	thyroid and foot pain	Generic	Expert
CS_14505	orthopaedic physicians	Generic	Expert
CS_14506	rare liver diseases	Generic	Expert
CS_14507	what is krones disease	Generic	Expert
CS_14508	how to rebuild cartilage	Guide	Expert
CS_14509	kidney function and age	Generic	Expert
CS_14510	lupus vasculitis treatment	Guide	Expert
CS_14511	cancer facts and statistics	Generic	Expert
CS_14512	find a doctor in utah	Generic	Expert
CS_14513	stoma pain	Generic	Expert
CS_14514	5 facts about pollution	Direct Answer	Expert
CS_14515	lump on right clavicle bone	Generic	Expert
CS_14516	how do you get vertigo	Direct Answer	Expert
CS_14517	signs of ptsd in men	Direct Answer	Expert
CS_14518	back and leg pain	Generic	Expert
CS_14519	common beta blockers list	Direct Answer	General
CS_14520	yoga exercises for arthritis	Direct Answer	Expert
CS_14521	types of eye infections	Direct Answer	Expert
CS_14522	pneumonia in children	Generic	Expert
CS_14523	7 signs of depression	Direct Answer	Expert
CS_14524	what triglyceride levels mean	Generic	Expert
CS_14525	what is medical coding	Generic	Expert
CS_14526	what are stents made of	Direct Answer	Expert
CS_14527	vulvar lesion	Direct Answer	Expert
CS_14528	dust mites photos	Resource	General
CS_14529	what is the meaning of spam	Generic	General
CS_14530	what is prickly heat rash	Generic	General
CS_14531	mercury testing	Generic	Expert
CS_14532	exercises osteopenia	Generic	Expert
CS_14533	heart attack signs in men	Direct Answer	Expert
CS_14534	cancer sores	Generic	Expert
CS_14535	symptoms checker	Direct Answer	Expert
CS_14536	overlook hospital summit nj	Generic	General
CS_14537	pain assessment	Generic	Expert
CS_14538	cure kennel cough at home	Guide	Expert
CS_14539	what is thalassemia minor	Generic	Expert
CS_14540	rash on elbows and knees	Direct Answer	Expert
CS_14541	ford airbag diagnostic codes	Direct Answer	Expert
CS_14542	telecheck check verification	Direct Answer	Expert
CS_14543	what causes purple lips	Direct Answer	Expert
CS_14544	natural lice treatment vinegar	Guide	Expert
CS_14545	patient complaints	Generic	Expert
CS_14546	high calcium in blood test	Generic	Expert
CS_14547	herniated navel surgery	Direct Answer	Expert
CS_14548	lung fluid drainage	Direct Answer	Expert
CS_14549	lumbar osteoarthritis	Generic	Expert
CS_14550	bleeding gums	Generic	Expert
CS_14551	what is stage 2 diabetes	Generic	Expert
CS_14552	aspergers in adults	Generic	Expert
CS_14553	colonoscopy how often men	Direct Answer	Expert
CS_14554	numb fingers left hand causes	Direct Answer	Expert
CS_14555	pneumonia with sepsis	Generic	Expert
CS_14556	leg cramps at night cause	Generic	Expert
CS_14557	human genetic disorders list	Direct Answer	Expert
CS_14558	anterolisthesis diagnosis	Direct Answer	Expert
CS_14559	normal blood count of female	Generic	Expert
CS_14560	calculating chart	Resource	General
CS_14561	multiple sclerosis dementia	Generic	Expert
CS_14562	shingles vaccine pros and cons	Direct Answer	Expert
CS_14563	do herniated discs heal	Generic	Expert
CS_14564	massage therapy rates	Transactional	Expert
CS_14565	calcium deposit in lung	Generic	Expert
CS_14566	what is type 1 and 2 diabetes	Generic	Expert
CS_14567	osha dental guidelines	Direct Answer	General
CS_14568	ankle sprain treatment	Guide	Expert
CS_14569	hip replacement companies	Direct Answer	Expert
CS_14570	effects of hypothyroidism	Direct Answer	Expert
CS_14571	dropped uterus surgery	Generic	Expert
CS_14572	urinary bladder problems	Generic	Expert
CS_14573	treatment for tick fever	Guide	Expert
CS_14574	how to cure ear infection	Guide	Expert
CS_14575	bed bug bites	Generic	Expert
CS_14576	h pylori bacteria diet	Generic	Expert
CS_14577	new patient paperwork	Generic	Expert
CS_14578	what is ischemic heart	Generic	Expert
CS_14579	elevated immunoglobulin a	Direct Answer	Expert
CS_14580	stop bullying now hrsa gov	Navigational	General
CS_14581	cataract surgery and diabetes	Generic	Expert
CS_14582	what is pneumococcal	Generic	Expert
CS_14583	natural cures for emphysema	Guide	Expert
CS_14584	causes of gout in feet	Direct Answer	General
CS_14585	leaky heart valve prognosis	Generic	Expert
CS_14586	problems after sinus surgery	Direct Answer	Expert
CS_14587	seizure warning signs	Direct Answer	Expert
CS_14588	cures for swollen tonsils	Guide	Expert
CS_14589	foot and ankle doctors	Generic	General
CS_14590	pain in leg and buttocks	Generic	Expert
CS_14591	pancreatic tail lesion	Generic	Expert
CS_14592	normal white cell count range	Generic	Expert
CS_14593	what is low self-esteem	Generic	Expert
CS_14594	restore kidney function	Generic	Expert
CS_14595	mpv blood test results	Generic	Expert
CS_14596	dermabrasion pictures	Resource	General
CS_14597	jcaho patient safety goals	Generic	Expert
CS_14598	corns and calluses on toes	Generic	Expert
CS_14599	head lice prevention	Guide	Expert
CS_14600	chairs for back pain	Generic	Expert
CS_14601	iron in drinking water	Generic	Expert
CS_14602	cea blood test colon cancer	Generic	Expert
CS_14603	retinal occlusion prognosis	Direct Answer	Expert
CS_14604	blood pressure for my age	Generic	Expert
CS_14605	leg pain after spinal fusion	Direct Answer	Expert
CS_14606	emdr ptsd treatment	Direct Answer	Expert
CS_14607	stomach virus treatment	Guide	Expert
CS_14608	blood pressure tracker	Direct Answer	Expert
CS_14609	normal calcium values	Generic	Expert
CS_14610	august awareness month	Generic	Expert
CS_14611	cause of numbness in toes	Direct Answer	Expert
CS_14612	foods for joint pain relief	Direct Answer	Expert
CS_14613	phlebectomy varicose veins	Generic	Expert
CS_14614	what is sea buckthorn	Generic	General
CS_14615	food allergy treatment	Guide	Expert
CS_14616	sinus infection eye problems	Direct Answer	Expert
CS_14617	what does stress cause	Direct Answer	Expert
CS_14618	old age dementia symptoms	Direct Answer	Expert
CS_14619	all types of anemia	Generic	Expert
CS_14620	stage iv melanoma symptoms	Direct Answer	Expert
CS_14621	article on obesity	Generic	General
CS_14622	what is kyphosis	Generic	Expert
CS_14623	cervical spine disease	Generic	Expert
CS_14624	causes of aspiration	Direct Answer	Expert
CS_14625	biliary cancer symptoms	Direct Answer	Expert
CS_14626	omeprazole dr 40 mg	Direct Answer	Expert
CS_14627	honey goat weed side effects	Direct Answer	Expert
