CS_ID		Keyword	Intent_1	Authority
CS_21972		dramamine patch	Generic	General
CS_21973		adoption records for free	Generic	General
CS_21974		what is spastic cerebral palsy	Generic	Expert
CS_21975		right side chest pain in men	Generic	Expert
CS_21976		burning in right shoulder	Generic	Expert
CS_21977		pulled muscle in lower back	Generic	Expert
CS_21978		dry socket remedies	Guide	Expert
CS_21979		growth in colon	Generic	Expert
CS_21980		diabetes podiatrist	Direct Answer	Expert
CS_21981		cll leukemia diet	Generic	Expert
CS_21982		define watershed	Generic	General
CS_21983		asacol side effects	Direct Answer	Expert
CS_21984		black cumin oil side effects	Direct Answer	Expert
CS_21985		stomach viruses 2014	Generic	Expert
CS_21986		lemon balm melissa leaves	Generic	General
CS_21987		white patches on the skin	Generic	Expert
CS_21988		types lung cancer	Generic	Expert
CS_21989		plan of care	Generic	General
CS_21990		lifelabs vancouver	Navigational	General
CS_21991		high red blood count means	Direct Answer	Expert
CS_21992		heart disease side effects	Direct Answer	Expert
CS_21993		facet radiofrequency ablation	Generic	Expert
CS_21994		larynx cancer survival rates	Direct Answer	Expert
CS_21995		cause of blood pressure	Direct Answer	Expert
CS_21996		about paranoid schizophrenia	Generic	Expert
CS_21997		the mind body connection	Generic	Expert
CS_21998		sarcoid disease symptoms	Direct Answer	Expert
CS_21999		dementia hallucinations	Generic	Expert
CS_22000		what causes corns between toes	Direct Answer	Expert
CS_22001		neoplasm lung	Generic	Expert
CS_22002		tylenol 4 side effects	Direct Answer	Expert
CS_22003		ac1 blood sugar test	Direct Answer	Expert
CS_22004		dangers of krill oil	Direct Answer	Expert
CS_22005		what is endplate sclerosis	Generic	Expert
CS_22006		lung nodule follow up	Direct Answer	Expert
CS_22007		right hip and back pain	Generic	Expert
CS_22008		bells palsy causes	Direct Answer	Expert
CS_22009		severe arthritis in hands	Generic	Expert
CS_22010		thyroid nodules in women	Generic	Expert
CS_22011		dash diet information	Generic	Expert
CS_22012		quit smoking facts timeline	Direct Answer	General
CS_22013		symptoms of altitude sickness	Direct Answer	Expert
CS_22014		natural cure for ear infection	Guide	Expert
CS_22015		multiple sclerosis grants	Generic	Expert
CS_22016		compressed disc fracture	Generic	Expert
CS_22017		chemical to kill fleas	Direct Answer	Expert
CS_22018		lung cancer and coughing	Generic	Expert
CS_22019		foods containing omega 6	Generic	General
CS_22020		spiritual needs	Generic	General
CS_22021		neuropathy cure treatment	Direct Answer	Expert
CS_22022		gastric cancer survival rates	Direct Answer	Expert
CS_22023		boca raton regional hospital	Navigational	General
CS_22024		symptoms for gout in foot	Direct Answer	Expert
CS_22025		lists of kinds of doctors	Generic	General
CS_22026		what are night sweats	Direct Answer	Expert
CS_22027		colonoscopy sedation options	Generic	Expert
CS_22028		how can you stay healthy	Guide	Expert
CS_22029		how to cure hamstring injury	Guide	Expert
CS_22030		cramps in neck muscles	Generic	Expert
CS_22031		resources for depression	Generic	Expert
CS_22032		statistics of aids	Direct Answer	General
CS_22033		high estrogen	Generic	Expert
CS_22034		how is alcohol abused	Generic	Expert
CS_22035		tenant records	Generic	General
CS_22036		coliform bacteria treatment	Guide	Expert
CS_22037		mri standing	Generic	Expert
CS_22038		what is the mantoux test	Generic	Expert
CS_22039		iron intravenous	Generic	Expert
CS_22040		chordoma symptoms	Direct Answer	Expert
CS_22041		turner syndrome pictures	Resource	Expert
CS_22042		disease info	Generic	General
CS_22043		cancer of esophagus	Generic	Expert
CS_22044		types of kidney stones	Direct Answer	Expert
CS_22045		advanced radiology	Generic	Expert
CS_22046		what foods raise blood sugar	Direct Answer	Expert
CS_22047		duct tape cure warts	Direct Answer	Expert
CS_22048		statistics of homeless	Generic	General
CS_22049		moderate dementia symptoms	Direct Answer	Expert
CS_22050		how to prevent hard stools	Guide	Expert
CS_22051		craniosacral therapy	Generic	Expert
CS_22052		prostate needle biopsy	Generic	Expert
CS_22053		broken fibula treatment	Guide	Expert
CS_22054		symptoms of a hemroid	Direct Answer	Expert
CS_22055		bulging disc treatment options	Generic	Expert
CS_22056		sleep therapy	Generic	Expert
CS_22057		can stress cause eczema	Direct Answer	Expert
CS_22058		danger of carbonated water	Generic	General
CS_22059		what causes eczema on hands	Direct Answer	Expert
CS_22060		upper arm pain	Generic	Expert
CS_22061		cancer kidney symptoms	Direct Answer	Expert
CS_22062		reasons for swollen feet	Direct Answer	Expert
CS_22063		signs of blood clot in leg	Direct Answer	Expert
CS_22064		squamish cell cancer	Generic	Expert
CS_22065		treatment of encephalitis	Guide	Expert
CS_22066		lupus specialist	Generic	Expert
CS_22067		what is a vp shunt	Generic	Expert
CS_22068		face stroke	Direct Answer	Expert
CS_22069		removing ear wax safely	Guide	Expert
CS_22070		chicken pox rash pictures	Resource	General
CS_22071		perimenopause spotting	Direct Answer	Expert
CS_22072		early pneumonia symptoms	Direct Answer	Expert
CS_22073		what causes foot arch pain	Direct Answer	Expert
CS_22074		tonsillectomy pictures	Resource	Expert
CS_22075		types of face lifts	Generic	Expert
CS_22076		homeopathic liver remedies	Guide	Expert
CS_22077		factors affecting demand	Direct Answer	Expert
CS_22078		stent operation	Generic	Expert
CS_22079		hypothyroidism diet treatment	Guide	Expert
CS_22080		chlordane termite treatment	Generic	Expert
CS_22081		how to stop heart attack	Guide	Expert
CS_22082		cognitive therapy techniques	Direct Answer	Expert
CS_22083		rib pain left side	Generic	Expert
CS_22084		dark spots on forehead	Generic	Expert
CS_22085		bone scan and prostate cancer	Generic	Expert
CS_22086		side effects of syphilis	Direct Answer	Expert
CS_22087		pericarditis symptoms	Direct Answer	Expert
CS_22088		list of incurable stds	Generic	Expert
CS_22089		sleeping breathing problems	Direct Answer	Expert
CS_22090		baha hearing aid problems	Generic	Expert
CS_22091		heart attack photos	Resource	Expert
CS_22092		neem plant	Generic	Expert
CS_22093		what is advil good for	Direct Answer	Expert
CS_22094		av node ablation pacemaker	Generic	Expert
CS_22095		arthritis prevention	Generic	Expert
CS_22096		foot surgery for arthritis	Generic	Expert
CS_22097		pain in right groin area	Generic	Expert
CS_22098		household spider bites	Direct Answer	Expert
CS_22099		how serious is bone cancer	Generic	Expert
CS_22100		complain about neighbors	Generic	Opinion
CS_22101		funny medical quiz questions	Direct Answer	General
CS_22102		why is my left leg swollen	Direct Answer	Expert
CS_22103		skin rash on lower legs	Generic	Expert
CS_22104		upper bowel	Generic	Expert
CS_22105		early sign of shingles	Direct Answer	Expert
CS_22106		migraines without pain	Generic	Expert
CS_22107		elevated ca 125	Generic	Expert
CS_22108		leg bone pain	Generic	Expert
CS_22109		behaviour of an alcoholic	Generic	Expert
CS_22110		signs of crohn's disease	Direct Answer	Expert
CS_22111		how to get arthritis	Direct Answer	Expert
CS_22112		osteoporosis in neck	Generic	Expert
CS_22113		types of communication	Generic	General
CS_22114		symptoms for gerd	Direct Answer	Expert
CS_22115		death from copd	Generic	Expert
CS_22116		armpit temperatures	Generic	Expert
CS_22117		tongkat ali extract dosage	Direct Answer	Expert
CS_22118		emg carpal tunnel test	Generic	Expert
CS_22119		nsaids for gout	Generic	Expert
CS_22120		cure for ringworm on skin	Guide	Expert
CS_22121		effects of color blindness	Direct Answer	Expert
CS_22122		sharp pain in thigh blood clot	Generic	Expert
CS_22123		swedish bitters benefits	Direct Answer	Expert
CS_22124		after abdominal hysterectomy	Generic	Expert
CS_22125		bacterial arthritis	Generic	Expert
CS_22126		diet for intestinal problems	Guide	Expert
CS_22127		best antacid for acid reflux	Generic	Expert
CS_22128		treatment for rectocele	Direct Answer	Expert
CS_22129		complete blood count chart	Resource	General
CS_22130		cancer of the uterus stage 4	Generic	Expert
CS_22131		foot pressure sores	Generic	Expert
CS_22132		swollen eyelid causes	Direct Answer	Expert
CS_22133		colloidal silver for infection	Generic	Expert
CS_22134		human papillomavirus causes	Direct Answer	Expert
CS_22135		names of birth control	Direct Answer	General
CS_22136		bronson hospital doctors	Direct Answer	General
CS_22137		emotional eating quiz	Direct Answer	Expert
CS_22138		what does ted stand for	Direct Answer	Expert
CS_22139		barnet hospital paterson nj	Generic	General
CS_22140		gallstone treatment	Guide	Expert
CS_22141		left pleural effusion	Generic	Expert
CS_22142		benefits of nettle tea	Direct Answer	General
CS_22143		what causes of vertigo	Direct Answer	Expert
CS_22144		medical release form texas	Resource	Expert
CS_22145		workout for lower back pain	Generic	Expert
CS_22146		dosage for advil pm	Direct Answer	Expert
CS_22147		treatment for ice pack burn	Guide	Expert
CS_22148		immunoglobulin price	Transactional	General
CS_22149		antibiotics for std	Direct Answer	Expert
CS_22150		heel pain treatment exercises	Guide	Expert
CS_22151		swollen gum treatment	Direct Answer	Expert
CS_22152		mental illness awareness	Generic	Expert
CS_22153		numoisyn lozenges	Generic	Expert
CS_22154		what is avocado good for	Direct Answer	General
CS_22155		tenderness of the scalp	Direct Answer	Expert
CS_22156		abdominal aneurysm signs	Direct Answer	Expert
CS_22157		hilum lung cancer	Generic	Expert
CS_22158		what is pain in heel	Generic	Expert
CS_22159		how do you test for candida	Guide	Expert
CS_22160		diagnose yourself	Direct Answer	Expert
CS_22161		fish test	Generic	Expert
CS_22162		levels of senior care	Generic	Expert
CS_22163		cause of dilated eyes	Direct Answer	Expert
CS_22164		prevent kidney disease	Direct Answer	Expert
CS_22165		chills sweats without fever	Generic	Expert
CS_22166		cold feet medical condition	Generic	Expert
CS_22167		amalaki side effects	Direct Answer	Expert
CS_22168		how to take out dentures	Guide	Expert
CS_22169		mitral valve surgeons	Direct Answer	Expert
CS_22170		description of hiv	Generic	Expert
CS_22171		is lichen planus contagious	Direct Answer	Expert
CS_22172		what is flaxseed used for	Generic	Expert
CS_22173		how to treat varicose veins	Guide	Expert
CS_22174		effects of hemophilia	Direct Answer	Expert
CS_22175		what is low potassium level	Direct Answer	Expert
CS_22176		muskol insect repellent	Generic	Expert
CS_22177		diabetic nursing care plans	Direct Answer	Expert
CS_22178		health benefits of water	Direct Answer	Expert
CS_22179		iron count in blood	Generic	Expert
CS_22180		enter symptoms for diagnosis	Direct Answer	Expert
CS_22181		low ferritin causes	Direct Answer	Expert
CS_22182		millwright questions	Direct Answer	General
CS_22183		signs of colon polyps	Direct Answer	Expert
CS_22184		cystic fibrosis disease	Generic	Expert
CS_22185		mid left abdominal pain	Direct Answer	Expert
CS_22186		lip lesions	Generic	Expert
CS_22187		how to cure ocd	Guide	Expert
CS_22188		diet for crohn s flare up	Guide	Expert
CS_22189		stomach infection h pylori	Generic	Expert
CS_22190		hepatitis 1	Generic	Expert
CS_22191		ganglion cysts foot	Generic	Expert
CS_22192		cat skin allergy symptoms	Direct Answer	Expert
CS_22193		female hormone deficiency	Direct Answer	Expert
CS_22194		luteinizing hormone	Generic	Expert
CS_22195		branch vein occlusion	Generic	Expert
CS_22196		what is food allergies	Generic	Expert
CS_22197		light sensitive glasses	Generic	Expert
CS_22198		what is lipase amylase	Generic	Expert
CS_22199		plantar warts on feet pictures	Resource	General
CS_22200		heavy painful legs	Generic	Expert
CS_22201		hernia disc symptoms	Direct Answer	Expert
CS_22202		intestinal bleeding	Generic	Expert
CS_22203		how to clear felony record	Guide	Expert
CS_22204		used dentures	Generic	General
CS_22205		fisher wallace stimulator	Generic	General
CS_22206		styes in the eye treatment	Guide	Expert
CS_22207		how to treat a gum boil	Guide	Expert
CS_22208		effects of black mold	Direct Answer	Expert
CS_22209		psa of 10	Generic	Expert
CS_22210		what is good for eye infection	Generic	Expert
CS_22211		mental hospital numbers	Direct Answer	General
CS_22212		swollen fingers in morning	Generic	Expert
CS_22213		5-htp side effects	Generic	Expert
CS_22214		what to do for cracked rib	Guide	Expert
CS_22215		medial unloader knee brace	Generic	Expert
CS_22216		low iron levels	Generic	Expert
CS_22217		where to buy nyloxin	Transactional	General
CS_22218		doctor sebi diet	Guide	Expert
CS_22219		zyto hand cradle for sale	Transactional	General
CS_22220		reverse copd	Generic	Expert
CS_22221		best ear wax remover	Direct Answer	Opinion
CS_22222		symptoms thyroid problems	Direct Answer	Expert
CS_22223		signs of bronchitis	Direct Answer	Expert
CS_22224		how to cure lupus	Guide	Expert
CS_22225		florida pain management	Direct Answer	General
CS_22226		pictures of stomach ulcers	Resource	General
CS_22227		what is the hpv test	Generic	Expert
CS_22228		sacroiliac joint rhizotomy	Generic	Expert
CS_22229		polyps of the bowel	Generic	Expert
CS_22230		sebaceous cyst antibiotics	Direct Answer	Expert
CS_22231		alzheimer's association	Navigational	General
CS_22232		cholesterol levels explained	Generic	Expert
CS_22233		eye leakage	Generic	Expert
CS_22234		common cold duration	Generic	Expert
CS_22235		what is friedreich ataxia	Generic	General
CS_22236		cervix removal	Generic	Expert
CS_22237		ketone causes	Direct Answer	Expert
CS_22238		emg test pain	Generic	Expert
CS_22239		what is a homeopathic doctor	Generic	General
CS_22240		lecithin cholesterol	Generic	Expert
CS_22241		cyst in the knee	Generic	Expert
CS_22242		medi cal physicians list	Direct Answer	Expert
CS_22243		knock knees surgery	Generic	Expert
CS_22244		esophagus inflammation	Generic	Expert
CS_22245		different types of dyslexia	Generic	Expert
CS_22246		legionnaire pneumonia	Generic	Expert
CS_22247		right artery blockage	Generic	Expert
CS_22248		what is high hdl	Generic	Expert
CS_22249		how does one get gout	Generic	Expert
CS_22250		uses for wd40 arthritis	Direct Answer	Expert
CS_22251		abdominal gas causes	Direct Answer	Expert
CS_22252		ethical dilemmas in nursing	Direct Answer	Expert
CS_22253		stage ii prostate cancer	Generic	Expert
CS_22254		relapse prevention handout	Resource	General
CS_22255		deplin depression	Generic	Expert
CS_22256		brain concussion recovery	Generic	Expert
CS_22257		pain clinic near me	Direct Answer	General
CS_22258		nose skin graft pictures	Resource	Expert
CS_22259		werewolf symptoms	Direct Answer	Expert
CS_22260		soluble fiber foods for ibs	Generic	Expert
CS_22261		after heart transplant	Generic	Expert
CS_22262		imodium 2mg	Generic	Expert
CS_22263		fever remedies	Guide	Expert
CS_22264		best spinal stenosis surgeons	Direct Answer	General
CS_22265		causes of sleep walking	Direct Answer	Expert
CS_22266		acrysof restor lens	Generic	Expert
CS_22267		alcohol issues	Generic	Expert
CS_22268		rheumatic fever and arthritis	Direct Answer	Expert
CS_22269		endorectal coil mri	Generic	Expert
CS_22270		normal platelet levels	Direct Answer	Expert
CS_22271		signs of temporal arteritis	Direct Answer	Expert
CS_22272		costochondral separation	Generic	Expert
CS_22273		qnasl side effects	Direct Answer	Expert
CS_22274		hpv in women over 40	Generic	Expert
CS_22275		pictures of bloody stool	Resource	Expert
CS_22276		mental health rehabilitation	Generic	Expert
CS_22277		how to get stem cells	Guide	Expert
CS_22278		needle biopsy lung	Generic	Expert
CS_22279		free ask a nurse	Generic	General
CS_22280		platelet treatment	Guide	Expert
CS_22281		foot fracture swelling	Generic	Expert
CS_22282		treatment for a broken thumb	Guide	Expert
CS_22283		lung thrombosis	Generic	Expert
CS_22284		what is biomat	Generic	Expert
CS_22285		organ under left rib cage	Generic	General
CS_22286		sickle cell anemia description	Generic	Expert
CS_22287		disability aids and equipment	Generic	Expert
CS_22288		what is nami	Generic	Expert
CS_22289		menopausal skin problems	Generic	Expert
CS_22290		blood test results liver	Direct Answer	Expert
CS_22291		severe eczema pictures	Resource	Expert
CS_22292		genital herpes treatment	Guide	Expert
CS_22293		diabetic workout plan	Generic	General
CS_22294		american society cancer	Navigational	General
CS_22295		mild concussion recovery time	Direct Answer	Expert
CS_22296		nasal spray addiction	Generic	Expert
CS_22297		renal disease end-stage	Generic	Expert
CS_22298		ceramic knee replacement	Generic	Expert
CS_22299		tumor in stomach area	Generic	Expert
CS_22300		irritable bowel disease	Generic	Expert
CS_22301		serum ferritin level	Direct Answer	Expert
CS_22302		good technology	Generic	General
CS_22303		r lipoic acid dosage	Direct Answer	Expert
CS_22304		sleeve gastrectomy picture	Resource	General
CS_22305		arthritic knee treatment	Guide	Expert
CS_22306		urinary catheterization	Generic	Expert
CS_22307		cure of cancer	Guide	Expert
CS_22308		brain cancer death symptoms	Direct Answer	Expert
CS_22309		types of managers	Direct Answer	General
CS_22310		what can cause hip pain	Direct Answer	Expert
CS_22311		grade 4 cancer	Generic	Expert
CS_22312		impacted sinus treatment	Guide	Expert
CS_22313		liver disease and pain	Generic	Expert
CS_22314		parole records	Generic	General
CS_22315		impingement syndrome	Generic	Expert
CS_22316		infuse bone graft	Generic	Expert
CS_22317		dial a nurse	Generic	General
CS_22318		acute spinal stenosis	Direct Answer	Expert
CS_22319		tree nuts allergy symptoms	Direct Answer	Expert
CS_22320		how to restore pst files	Guide	General
CS_22321		spots on brain mri	Direct Answer	Expert
CS_22322		metastatic melanoma liver	Generic	Expert
CS_22323		aggressive leukemia	Generic	Expert
CS_22324		how to cure sinus problems	Guide	Expert
CS_22325		low blood pressure rates	Generic	Expert
CS_22326		concussion and symptoms	Direct Answer	Expert
CS_22327		broken arm healing	Generic	Expert
CS_22328		list of nsaids	Resource	Expert
CS_22329		liver hemangioma	Direct Answer	Expert
CS_22330		lung surgery	Generic	Expert
CS_22331		nonpoint pollution	Generic	Expert
CS_22332		regenexx reviews	Direct Answer	General
CS_22333		what is good for blood flow	Direct Answer	Expert
CS_22334		vicks dayquil ingredients	Direct Answer	General
CS_22335		help diagnose my symptoms	Direct Answer	Expert
CS_22336		fibromyalgia pain points	Generic	Expert
CS_22337		what blood clots look like	Generic	Expert
CS_22338		causes of bad smelling urine	Direct Answer	Expert
CS_22339		blurry vision and dizziness	Generic	Expert
CS_22340		over the counter for diarrhea	Transactional	Expert
CS_22341		what are icd-10 codes	Generic	Expert
CS_22342		foods good for ulcer	Direct Answer	Expert
CS_22343		family leave of absence form	Generic	Expert
CS_22344		prickly heat treatment	Direct Answer	Expert
CS_22345		high blood sugar morning	Generic	Expert
CS_22346		flu symptoms	Direct Answer	Expert
CS_22347		jaundice causes	Direct Answer	Expert
CS_22348		getting water out of your ear	Generic	Expert
CS_22349		list of abnormal behaviors	Direct Answer	General
CS_22350		wat my ip adress	Direct Answer	General
CS_22351		medical care consent form	Resource	General
CS_22352		culture and sensitivity test	Direct Answer	Expert
CS_22353		causes of erratic heartbeat	Direct Answer	Expert
CS_22354		what is chronic bowel disease	Generic	Expert
CS_22355		red blood cells high	Generic	Expert
CS_22356		symptoms of severe stress	Direct Answer	General
CS_22357		high heart rate	Generic	Expert
CS_22358		swedish hospital	Generic	General
CS_22359		diet after cholecystectomy	Direct Answer	Expert
CS_22360		hip prosthesis	Direct Answer	Expert
CS_22361		avena sativa side effects	Direct Answer	Expert
CS_22362		coma side effects	Direct Answer	Expert
CS_22363		papillary tumor bladder	Generic	Expert
CS_22364		bowel cancer	Generic	Expert
CS_22365		removal of adrenal gland	Generic	Expert
CS_22366		perforated colon colonoscopy	Generic	Expert
CS_22367		red spots on neck	Generic	Expert
CS_22368		cream for burning feet	Direct Answer	Expert
CS_22369		test for concussion	Direct Answer	Expert
CS_22370		allergic reaction to shrimp	Generic	Expert
CS_22371		circular red rash on arm	Generic	Expert
CS_22372		worms humans treatment	Guide	Expert
CS_22373		homeopathic remedy maker	Generic	Expert
CS_22374		hand muscle pain causes	Direct Answer	Expert
CS_22375		names of diseases a-z	Generic	General
CS_22376		lung pet scan procedure	Guide	Expert
CS_22377		high potassium foods avoid	Generic	Expert
CS_22378		mayo hospital	Navigational	General
CS_22379		azo bladder	Generic	Expert
CS_22380		pay child support online	Generic	General
CS_22381		lower left side pain in men	Generic	Expert
CS_22382		secondary lung cancer	Generic	Expert
CS_22383		radiculopathy surgery	Generic	Expert
CS_22384		ways to help the homeless	Generic	General
CS_22385		gustatory rhinitis treatment	Guide	Expert
CS_22386		bullseye tick rash	Generic	Expert
CS_22387		civista hospital la plata	Generic	Expert
CS_22388		gut cancer symptoms	Direct Answer	Expert
CS_22389		men heart attack symptoms	Direct Answer	Expert
CS_22390		black nurses association	Generic	General
CS_22391		ebt heart scan locations	Direct Answer	Expert
CS_22392		ibs foods not to eat	Generic	Expert
CS_22393		the effects of alcohol	Generic	Expert
CS_22394		mthfr mutation	Generic	Expert
CS_22395		coffee colon cleanse	Generic	Expert
CS_22396		squamous cervical cancer	Generic	Expert
CS_22397		how do you cure eczema	Guide	Expert
CS_22398		symptoms of cavities	Direct Answer	Expert
CS_22399		common causes of choking	Direct Answer	Expert
CS_22400		huntington hospital	Generic	General
CS_22401		what is myofascial release	Generic	Expert
CS_22402		cirrhosis of the liver	Generic	Expert
CS_22403		where to buy jwh	Transactional	Expert
CS_22404		post neuralgia shingles	Generic	Expert
CS_22405		open skin sores	Generic	Expert
CS_22406		cervical adenocarcinoma	Generic	Expert
CS_22407		small cyst on thyroid	Generic	Expert
CS_22408		boiler types	Direct Answer	Expert
CS_22409		insomnia and menopause	Generic	Expert
CS_22410		broken wrist rehabilitation	Generic	Expert
CS_22411		doctors in dayton ohio	Direct Answer	General
CS_22412		depression symptoms in men	Direct Answer	Expert
CS_22413		extended bladder	Generic	Expert
CS_22414		neuralgia face pain	Generic	Expert
CS_22415		ionizer side effects	Direct Answer	Expert
CS_22416		zimmer nexgen recall	Direct Answer	Expert
CS_22417		what is clinical assessment	Generic	Expert
CS_22418		skin rashes that itch pictures	Resource	General
CS_22419		eye examination machine	Direct Answer	Expert
CS_22420		does head lice jump	Generic	Expert
CS_22421		java virus removal	Generic	Expert
CS_22422		what is gentian violet	Generic	Expert
CS_22423		heart attack symtons	Direct Answer	Expert
CS_22424		urine flow problems	Generic	Expert
CS_22425		smashed toenail treatment	Direct Answer	Expert
CS_22426		what is adult failure to thrive	Generic	Expert
CS_22427		rash on left side of stomach	Generic	Expert
CS_22428		atrial valve regurgitation	Generic	Expert
CS_22429		how to cure tmj	Guide	Expert
CS_22430		high diastolic	Generic	Expert
CS_22431		cardio version	Generic	Expert
CS_22432		osteoarthritis in feet	Direct Answer	Expert
CS_22433		distended urinary bladder	Generic	Expert
CS_22434		medical uses for castor oil	Generic	Expert
CS_22435		dialysis home treatment	Direct Answer	Expert
CS_22436		palliative care services	Generic	General
CS_22437		knee pain	Generic	Expert
CS_22438		treatment for trismus	Guide	Expert
CS_22439		pain leg	Generic	Expert
CS_22440		what is snot	Generic	General
CS_22441		dr neurologist	Generic	General
CS_22442		what does candida look like	Generic	Expert
CS_22443		causes bone spurs	Direct Answer	Expert
CS_22444		bruising around eye	Generic	Expert
CS_22445		second hand vinyl	Generic	Expert
CS_22446		history of medical terminology	Generic	General
CS_22447		acupuncture points map	Resource	Expert
CS_22448		diabetes pain in legs	Generic	Expert
CS_22449		colon polyps prevention	Guide	Expert
CS_22450		diseases of salivary glands	Generic	Expert
CS_22451		new diabetes drug	Generic	Expert
CS_22452		dd form 2896 1	Direct Answer	General
CS_22453		how to stop headaches	Guide	Expert
CS_22454		systems of heart disease	Direct Answer	Expert
CS_22455		swollen stomach	Direct Answer	Expert
CS_22456		gout in fingers symptoms	Direct Answer	Expert
CS_22457		intense itching arms	Generic	Expert
CS_22458		allergic reactions to msg	Direct Answer	Expert
CS_22459		pramoxine hydrochloride 1	Generic	Expert
CS_22460		how to live longer	Guide	Expert
CS_22461		hydrochloride what is it	Generic	Expert
CS_22462		malt lymphoma treatment	Guide	Expert
CS_22463		acute labyrinthitis causes	Direct Answer	Expert
CS_22464		effects of memory loss	Direct Answer	Expert
CS_22465		brain surgery for epilepsy	Generic	Expert
CS_22466		barking cough in adults	Generic	Expert
CS_22467		diarhea treatment	Guide	Expert
CS_22468		pellet therapy side effects	Direct Answer	Expert
CS_22469		acl surgery recovery	Direct Answer	Expert
CS_22470		femoral vein blood clot	Generic	Expert
CS_22471		nattokinase blood clots	Generic	Expert
CS_22472		acute diverticulitis symptoms	Direct Answer	Expert
CS_22473		children dermatologist	Direct Answer	Expert
CS_22474		mucus in mouth	Generic	Expert
CS_22475		types of bipolar disorder	Generic	Expert
CS_22476		kill scabies	Generic	Expert
CS_22477		what is a sprained knee	Generic	Expert
CS_22478		severe knee pain at night	Generic	Expert
CS_22479		what is fecal impaction	Generic	Expert
CS_22480		pain when breathe in	Generic	Expert
CS_22481		contrast ct scan side effects	Direct Answer	Expert
CS_22482		wasp control	Generic	Expert
CS_22483		chronic pain care plan	Generic	General
CS_22484		food list for diverticulosis	Resource	General
CS_22485		behavior disorders	Generic	Expert
CS_22486		acidic urine smell	Generic	Expert
CS_22487		anti diarrhea diet	Guide	Expert
CS_22488		shingles no blisters	Generic	Expert
CS_22489		cures for fingernail fungus	Direct Answer	Expert
CS_22490		rosacea home remedies	Guide	Expert
CS_22491		cataract problems	Generic	Expert
CS_22492		how to test for alzheimer s	Guide	Expert
CS_22493		sudden hypertension causes	Direct Answer	Expert
CS_22494		sinus infection causes	Direct Answer	Expert
CS_22495		rashes that look like shingles	Generic	Expert
CS_22496		movement in stomach	Generic	Expert
CS_22497		head injury test	Direct Answer	Expert
CS_22498		high hormones	Generic	Expert
CS_22499		best painkillers for arthritis	Direct Answer	Expert
CS_22500		pacemaker heart attack	Generic	Expert
CS_22501		nursing topics	Generic	Expert
CS_22502		low white blood count	Generic	Expert
CS_22503		precancerous skin cancer	Generic	Expert
CS_22504		itchy skin diseases	Generic	Expert
CS_22505		gout what to avoid	Direct Answer	Expert
CS_22506		food for renal patients	Generic	Expert
CS_22507		removal of thyroid cyst	Direct Answer	Expert
CS_22508		uterine myoma	Generic	Expert
CS_22509		labrum tear	Generic	Expert
CS_22510		lump on inner thigh	Generic	Expert
CS_22511		how does radiation work	Guide	Expert
CS_22512		numb fingers at night	Generic	Expert
CS_22513		thyroid nodule vascularity	Generic	Expert
CS_22514		t4 free normal range	Generic	Expert
CS_22515		licorice dgl acid reflux	Direct Answer	Expert
CS_22516		gleason 7 prognosis	Generic	Expert
CS_22517		sentara potomac hospital	Generic	Expert
CS_22518		swollen lymph nodes legs	Generic	Expert
CS_22519		diseases facts	Generic	Expert
CS_22520		high thyroid reading	Generic	Expert
CS_22521		identity protector	Generic	General
CS_22522		how serious is lupus	Direct Answer	Expert
CS_22523		doctors physicians	Generic	Expert
CS_22524		pediatric endocrinologist	Generic	General
CS_22525		treatment for enlarged spleen	Guide	Expert
CS_22526		reverse arthroplasty shoulder	Generic	Expert
CS_22527		laparoscopic colectomy	Generic	Expert
CS_22528		stomach ulcers and nausea	Generic	Expert
CS_22529		plantar fasciitis pictures	Resource	General
CS_22530		basal skin cancer symptoms	Direct Answer	Expert
CS_22531		severe neuropathy	Generic	Expert
CS_22532		low grade sarcoma	Direct Answer	Expert
CS_22533		fasting for blood sugar test	Generic	Expert
CS_22534		back physicians	Direct Answer	Expert
CS_22535		epilepsy specialist	Resource	Expert
CS_22536		pictures ovarian cyst	Resource	Expert
CS_22537		asian massage austin	Generic	General
CS_22538		chronic cough causes	Direct Answer	Expert
CS_22539		aish application form	Resource	General
CS_22540		arthritis knee brace	Generic	Expert
CS_22541		healing diabetic foot ulcers	Generic	Expert
CS_22542		symptoms of major depression	Direct Answer	Expert
CS_22543		myelogram test	Generic	Expert
CS_22544		how is a psa test done	Guide	Expert
CS_22545		what can cause joint pain	Direct Answer	Expert
CS_22546		famotidine 20 mg	Generic	Expert
CS_22547		spinal diseases	Generic	General
CS_22548		presbyopia treatment	Guide	Expert
CS_22549		healthy diet for kids	Direct Answer	Expert
CS_22550		psychiatric codes	Direct Answer	Expert
CS_22551		diagnostic test for cancer	Generic	Expert
CS_22552		what is flax good for	Generic	Expert
CS_22553		tendon surgery foot	Direct Answer	Expert
CS_22554		high cholesterol	Generic	Expert
CS_22555		ankle and leg pain causes	Direct Answer	Expert
CS_22556		bullying statistics	Generic	General
CS_22557		are colonoscopies safe	Direct Answer	Expert
CS_22558		best sleep apnea mouthpiece	Direct Answer	Expert
CS_22559		pork allergy symptoms	Direct Answer	Expert
CS_22560		about mental illness	Generic	Expert
CS_22561		neu blood test results	Generic	Expert
CS_22562		personal codes of ethics	Generic	General
CS_22563		history of healthcare	Generic	General
