CS_ID	Keyword_ID	Keyword	Intent_1	Authority
CS_11647		gout photographs	Resource	General
CS_11648		feline distemper symptom	Direct Answer	Expert
CS_11649		protruding disc in lower back	Generic	Expert
CS_11650		high thyroid levels	Generic	Expert
CS_11651		morristown memorial hospital	Navigational	General
CS_11652		pre diabetic meal plan	Guide	Expert
CS_11653		after surgery rehabilitation	Generic	Expert
CS_11654		eczema vs psoriasis	Generic	Expert
CS_11655		foods high in uric acid diets	Direct Answer	Expert
CS_11656		cogestive heart failure	Generic	Expert
CS_11657		what is normal bp for women	Generic	Expert
CS_11658		how to get rid of toe fungus	Guide	Expert
CS_11659		bruised lung symptoms	Direct Answer	Expert
CS_11660		signs of viral infections	Direct Answer	Expert
CS_11661		singular for asthma	Direct Answer	Expert
CS_11662		what can type 2 diabetics eat	Direct Answer	Expert
CS_11663		death rate statistics	Generic	General
CS_11664		diseases pictures images	Resource	Expert
CS_11665		gallbladder removal youtube	Resource	General
CS_11666		menopause blood clots	Generic	Expert
CS_11667		facts about lice	Generic	Expert
CS_11668		linzess dosage	Direct Answer	Expert
CS_11669		shingles on legs symptoms	Direct Answer	Expert
CS_11670		knee pain at night	Generic	Expert
CS_11671		what is tendonitis of the wrist	Generic	Expert
CS_11672		how bad is stage 3 cancer	Direct Answer	Expert
CS_11673		west nile virus and symptoms	Direct Answer	Expert
CS_11674		cold symptoms and treatment	Direct Answer	Expert
CS_11675		neck pain right side	Generic	Expert
CS_11676		what is heart disease	Generic	Expert
CS_11677		beatles records value	Direct Answer	General
CS_11678		esophageal spasm treatment	Direct Answer	Expert
CS_11679		symptoms of west nile virus	Direct Answer	Expert
CS_11680		lookup medical symptoms	Resource	Expert
CS_11681		what causes black mold	Direct Answer	
CS_11682		what is aneurysm symptoms	Direct Answer	Expert
CS_11683		what causes legs to swell	Direct Answer	Expert
CS_11684		prognosis ovarian cancer	Direct Answer	Expert
CS_11685		gum boils pictures	Resource	General
CS_11686		symptoms of heartburn	Direct Answer	Expert
CS_11687		gel shots for knee pain	Generic	Expert
CS_11688		daniel amen add test	Generic	Expert
CS_11689		what causes leukopenia	Direct Answer	Expert
CS_11690		pipe color chart	Resource	General
CS_11691		symptoms of encephalitis	Direct Answer	Expert
CS_11692		how to treat a spastic colon	Guide	Expert
CS_11693		picture of the throat	Resource	General
CS_11694		how to use fleet enema	Guide	Expert
CS_11695		blood blister pictures	Resource	Expert
CS_11696		legally blind definition	Direct Answer	General
CS_11697		pressure sore stages pictures	Resource	General
CS_11698		skin cancer tumor pictures	Resource	General
CS_11699		uterus pain	Generic	Expert
CS_11700		foods that stop heartburn	Direct Answer	Expert
CS_11701		what is a normal sugar level	Direct Answer	Expert
CS_11702		phonak hearing aids prices	Transactional	Expert
CS_11703		what is ringing in the ears	Generic	Expert
CS_11704		how to treat shin splints	Guide	Expert
CS_11705		where can i buy glucocil	Transactional	General
CS_11706		rosacea causes and cures	Direct Answer	Expert
CS_11707		foods that cause inflamation	Direct Answer	Expert
CS_11708		home remedies for joint pain	Guide	Expert
CS_11709		multiple sclerosis causes	Direct Answer	Expert
CS_11710		cbc without differential	Generic	Expert
CS_11711		thickening of stomach lining	Generic	Expert
CS_11712		home remedies toothache	Direct Answer	Expert
CS_11713		blocked carotid artery surgery	Direct Answer	Expert
CS_11714		hip exercises after surgery	Generic	Expert
CS_11715		what is non small cell cancer	Generic	Expert
CS_11716		what is lupus erythematosus	Generic	Expert
CS_11717		brain tumors and seizures	Generic	Expert
CS_11718		what can cause memory loss	Direct Answer	Expert
CS_11719		angioedema lips treatment	Guide	Expert
CS_11720		diarrhea in the elderly	Generic	Expert
CS_11721		kidney stent side effects	Direct Answer	Expert
CS_11722		side effects of arnica	Direct Answer	Expert
CS_11723		what is prurigo nodularis	Direct Answer	Expert
CS_11724		lip swollen for no reason	Generic	Expert
CS_11725		normal white cell blood count	Generic	Expert
CS_11726		cost of spine surgery	Direct Answer	Expert
CS_11727		nanda nursing care plan	Direct Answer	General
CS_11728		stomach virus 2014	Generic	Expert
CS_11729		headache and menopause	Generic	Expert
CS_11730		stiff neck causes	Direct Answer	Expert
CS_11731		where to get shingles shot	Direct Answer	General
CS_11732		itching menopause symptoms	Direct Answer	Expert
CS_11733		what causes a nosebleed	Direct Answer	Expert
CS_11734		metastatic kidney cancer	Generic	Expert
CS_11735		free dawes roll	Generic	Expert
CS_11736		cataract multifocal lens	Generic	Expert
CS_11737		hives rash symptoms	Direct Answer	Expert
CS_11738		bed bugs images treatment	Resource	General
CS_11739		esophagus pain	Generic	Expert
CS_11740		average cost of eye surgery	Transactional	Expert
CS_11741		first signs of shingles rash	Direct Answer	Expert
CS_11742		benefits of taking folic acid	Direct Answer	Expert
CS_11743		high liver enzymes cancer	Generic	Expert
CS_11744		multiple sclerosis society	Generic	General
CS_11745		basal joint arthritis surgery	Generic	Expert
CS_11746		meniscus knee symptoms	Direct Answer	Expert
CS_11747		cost of an echocardiogram	Transactional	Expert
CS_11748		what cause diabetes	Direct Answer	Expert
CS_11749		adhd checklist for children	Direct Answer	Expert
CS_11750		knee problems	Generic	Expert
CS_11751		elevated kidney enzymes	Direct Answer	Expert
CS_11752		what is heart palpitations	Direct Answer	Expert
CS_11753		treatment for heel pain	Guide	Expert
CS_11754		adult scoliosis treatment	Guide	Expert
CS_11755		nerve pain in head	Generic	Expert
CS_11756		what is beta sitosterol	Generic	Expert
CS_11757		ear fungus symptoms	Direct Answer	Expert
CS_11758		how does probiotics work	Direct Answer	General
CS_11759		what is a unit of blood	Generic	Expert
CS_11760		agnostic beliefs	Generic	
CS_11761		what is happiness	Generic	General
CS_11762		stomach viruses	Generic	Expert
CS_11763		numbness in ball of foot	Generic	Expert
CS_11764		what is myeloid leukemia	Generic	Expert
CS_11765		how to lower ferritin levels	Guide	Expert
CS_11766		what causes heal pain	Direct Answer	Expert
CS_11767		dangerous heart rate	Direct Answer	Expert
CS_11768		n1h1 symptoms	Direct Answer	Expert
CS_11769		kidney pain relief	Direct Answer	Expert
CS_11770		arm nerve pain treatment	Direct Answer	Expert
CS_11771		safe blood pressure levels	Direct Answer	Expert
CS_11772		peripheral neuropathy in feet	Direct Answer	Expert
CS_11773		incubation period of meningitis	Direct Answer	Expert
CS_11774		lumbar decompression	Generic	Expert
CS_11775		burning pain in groin area	Direct Answer	Expert
CS_11776		early tongue cancer photos	Resource	Expert
CS_11777		fallen bladder pictures	Resource	General
CS_11778		lesions on liver	Generic	Expert
CS_11779		is advil an anti inflammatory	Direct Answer	Expert
CS_11780		ra factor levels	Generic	Expert
CS_11781		how to help ringing in ears	Guide	
CS_11782		images of ovarian tumors	Resource	General
CS_11783		loratadine 10 mg	Generic	Expert
CS_11784		eye migraine pictures	Resource	
CS_11785		hip degeneration symptoms	Direct Answer	Expert
CS_11786		sclerotic bone lesion	Generic	Expert
CS_11787		average platelet count	Direct Answer	Expert
CS_11788		peripheral nerve damage	Generic	Expert
CS_11789		how to treat chicken pox	Guide	Expert
CS_11790		hip replacement side effects	Direct Answer	Expert
CS_11791		no2 side effects	Direct Answer	Expert
CS_11792		exercises sacroiliac joint pain	Generic	Expert
CS_11793		parkinson disease progression	Direct Answer	Expert
CS_11794		causes of low testerone	Direct Answer	Expert
CS_11795		melanoma lip pictures	Resource	General
CS_11796		what is pruritus	Generic	Expert
CS_11797		what is a dexa bone scan	Generic	Expert
CS_11798		can gout cause knee pain	Direct Answer	Expert
CS_11799		how to treat a ganglion cyst	Guide	Expert
CS_11800		causes of lichen planus	Direct Answer	Expert
CS_11801		poison ivy sumac pictures	Resource	General
CS_11802		belly button hernia	Generic	Expert
CS_11803		normal cholesterol numbers	Direct Answer	Expert
CS_11804		opm retirement	Generic	Expert
CS_11805		names of doctors	Generic	General
CS_11806		cataract surgery recovery time	Direct Answer	Expert
CS_11807		names of blood diseases	Direct Answer	General
CS_11808		relief for sore gums	Generic	Expert
CS_11809		triglycerides range chart	Resource	Expert
CS_11810		leg nerve pain causes	Direct Answer	Expert
CS_11811		heart arteries stent	Generic	Expert
CS_11812		what foods are high in acid	Direct Answer	Expert
CS_11813		symptoms of a seizure	Direct Answer	Expert
CS_11814		ra flare up symptoms	Direct Answer	Expert
CS_11815		pain in middle finger	Generic	Expert
CS_11816		meniscus repair recovery	Direct Answer	Expert
CS_11817		pediatric dosage calculations	Direct Answer	Expert
CS_11818		astroglide side effects	Direct Answer	Expert
CS_11819		cattle pink eye treatment	Guide	Expert
CS_11820		spanish speaking doctors	Generic	General
CS_11821		no bowel movement for days	Generic	Expert
CS_11822		common causes of leg pain	Generic	Expert
CS_11823		body chills symptoms	Direct Answer	Expert
CS_11824		what is gluten free food	Generic	General
CS_11825		pineapple for diabetics	Generic	Expert
CS_11826		how to get rid of seed warts	Guide	Expert
CS_11827		colitis treatment and diet	Guide	Expert
CS_11828		colon cancer statistics	Direct Answer	Expert
CS_11829		ebay my purchase history	Navigational	General
CS_11830		blood glucose log template	Resource	General
CS_11831		beginning symptoms of aids	Direct Answer	Expert
CS_11832		diabetes signs symptoms	Direct Answer	Expert
CS_11833		what is a high psa reading	Generic	Expert
CS_11834		bone scan results	Generic	Expert
CS_11835		adult add adhd symptoms	Direct Answer	Expert
CS_11836		cancer photos images	Resource	General
CS_11837		neutrophils blood count	Generic	Expert
CS_11838		vldl cholesterol levels	Generic	General
CS_11839		severe toothache relief	Generic	Expert
CS_11840		free medical advice hotline	Direct Answer	General
CS_11841		what is cataract eye disease	Generic	Expert
CS_11842		causes of diarrhea in elderly	Direct Answer	Expert
CS_11843		mild head injury symptoms	Direct Answer	General
CS_11844		bulging disc in lower back	Generic	Expert
CS_11845		skin rashes pictures	Resource	General
CS_11846		e coli urinary infection	Generic	Expert
CS_11847		cubital tunnel syndrome	Generic	Expert
CS_11848		spots on liver ct scan	Generic	Expert
CS_11849		breathing machines	Transactional	Expert
CS_11850		life expectancy after stroke	Direct Answer	Expert
CS_11851		weak heart symptoms	Direct Answer	Expert
CS_11852		adult woman	Generic	General
CS_11853		medical health form	Resource	General
CS_11854		dysphagia symptoms	Direct Answer	Expert
CS_11855		what is sensa side effects	Direct Answer	Expert
CS_11856		elevated mch and mcv	Generic	Expert
CS_11857		anesthesia side effects	Direct Answer	Expert
CS_11858		nodular melanoma pics	Resource	Expert
CS_11859		infection control	Generic	Expert
CS_11860		best mohs surgeons	Direct Answer	Expert
CS_11861		blood sugar level table	Resource	General
CS_11862		dry cough treatment	Guide	
CS_11863		coq10 benefits side effects	Direct Answer	Expert
CS_11864		restor lens reviews	Generic	Opinion
CS_11865		parathyroid tumors	Generic	Expert
CS_11866		hospice dying symptoms	Direct Answer	Expert
CS_11867		normal urine creatinine level	Direct Answer	Expert
CS_11868		how to repair a hiatal hernia	Guide	Expert
CS_11869		dangerous side effects	Direct Answer	General
CS_11870		diabetes and chills	Generic	Expert
CS_11871		what is mild dysplasia	Generic	Expert
CS_11872		how to cure an earache	Guide	Expert
CS_11873		how to treat a pulled tendon	Guide	Expert
CS_11874		pictures of rubella rash	Resource	Expert
CS_11875		what is resting heart rate	Generic	Expert
CS_11876		safety questions and answers	Generic	Expert
CS_11877		hemochromatosis pictures	Resource	General
CS_11878		what is a full body scan	Generic	Expert
CS_11879		what is an action plan	Generic	Expert
CS_11880		wasp bites swelling	Direct Answer	Expert
CS_11881		what is venous stasis disease	Generic	Expert
CS_11882		apixaban side effects	Direct Answer	Expert
CS_11883		health benefits of propolis	Direct Answer	Expert
CS_11884		heart congestion symptoms	Direct Answer	Expert
CS_11885		melanoma skin cancer	Generic	Expert
CS_11886		dementia and sleep	Generic	Expert
CS_11887		after anesthesia symptoms	Direct Answer	Expert
CS_11888		diet for diarrhea in adults	Direct Answer	Expert
CS_11889		parkinson's disease causes	Direct Answer	Expert
CS_11890		heel and ankle pain causes	Direct Answer	Expert
CS_11891		tricare prime south region	Generic	General
CS_11892		what is an upper gi test	Generic	Expert
CS_11893		what to do for frostbite	Guide	Expert
CS_11894		bun creatinine ratio 25	Generic	Expert
CS_11895		what do you take amox clav for	Generic	Expert
CS_11896		what is amyloid	Generic	Expert
CS_11897		form 180 military records	Resource	General
CS_11898		polyneuropathy treatment	Guide	Expert
CS_11899		early signs of skin cancer	Direct Answer	Expert
CS_11900		liver disorders and diseases	Generic	Expert
CS_11901		epidural for lower back pain	Generic	Expert
CS_11902		what are normal cbc levels	Direct Answer	Expert
CS_11903		is coffee good for diabetes	Direct Answer	Expert
CS_11904		what is ecoli bacteria	Generic	Expert
CS_11905		renal failure rash pictures	Resource	General
CS_11906		baking soda home remedies	Guide	Expert
CS_11907		lump after hernia surgery	Generic	Expert
CS_11908		salivary cancer symptoms	Direct Answer	Expert
CS_11909		what causes blood shot eyes	Direct Answer	Expert
CS_11910		signs you may have cancer	Direct Answer	Expert
CS_11911		facts about air pollution	Generic	General
CS_11912		ganglion cyst on wrist	Direct Answer	Expert
CS_11913		hernias in women	Generic	Expert
CS_11914		picture of poison sumac rash	Resource	Expert
CS_11915		fibromyalgia and symptoms	Direct Answer	Expert
CS_11916		treatment for nausea	Guide	Expert
CS_11917		thoracic surgery	Direct Answer	Expert
CS_11918		marfan disease pictures	Resource	Expert
CS_11919		causes of heart murmurs	Direct Answer	Expert
CS_11920		candidiasis symptoms	Direct Answer	General
CS_11921		list of heart attack symptoms	Direct Answer	Expert
CS_11922		how do you catch scabies	Guide	Expert
CS_11923		inflamed colon causes	Direct Answer	Expert
CS_11924		latest treatment for ibs	Guide	Expert
CS_11925		side effects of mold in home	Direct Answer	Expert
CS_11926		left back pain causes	Direct Answer	Expert
CS_11927		symptoms of thrush in adults	Direct Answer	Expert
CS_11928		causes of low blood platlets	Direct Answer	Expert
CS_11929		what is diphtheria	Generic	Expert
CS_11930		first aid cpr test answers	Resource	General
CS_11931		home remedy for tooth ache	Guide	General
CS_11932		neuropathy cream treatment	Guide	Expert
CS_11933		epsom salt and hemorrhoids	Generic	Expert
CS_11934		cure for gout in big toe	Guide	Expert
CS_11935		bed bug life cycle	Generic	Expert
CS_11936		Normal Pulse Rate Chart	Resource	Expert
CS_11937		neural foraminal stenosis	Generic	Expert
CS_11938		aggressive uterine cancer	Generic	Expert
CS_11939		signs of pancreas cancer	Direct Answer	Expert
CS_11940		about lymphoma	Generic	Expert
CS_11941		how to treat atrial flutter	Guide	Expert
CS_11942		what is sleeping sickness	Generic	Expert
CS_11943		stomach shingles	Generic	Expert
CS_11944		nasal polyps pictures	Resource	General
CS_11945		staph infection boil pictures	Resource	Expert
CS_11946		behcet's syndrome pictures	Resource	General
CS_11947		what is a liver doctor called	Direct Answer	General
CS_11948		elevated thyroid antibodies	Generic	Expert
CS_11949		symptoms of psychopath	Direct Answer	Expert
CS_11950		what is epidural injection	Generic	Expert
CS_11951		toe infections pictures	Resource	General
CS_11952		how to heal bed sores	Guide	Expert
CS_11953		chemo and constipation	Generic	Expert
CS_11954		swollen ankle with pain	Generic	Expert
CS_11955		symptoms of heart virus	Direct Answer	Expert
CS_11956		children blood pressure chart	Resource	Expert
CS_11957		what causes pain in ovaries	Direct Answer	Expert
CS_11958		medical md	Generic	General
CS_11959		what is mercer virus	Generic	Expert
CS_11960		what is pulmonary function test	Generic	Expert
CS_11961		chronic prostatitis cure	Generic	Expert
CS_11962		what can i eat with ibs	Direct Answer	Expert
CS_11963		side effects of zija	Direct Answer	Expert
CS_11964		tick removal from human	Guide	Expert
CS_11965		beano side effects	Direct Answer	Expert
CS_11966		heart valve pictures	Resource	Expert
CS_11967		zinc side effects dosage	Direct Answer	Expert
CS_11968		lumbosacral radiculitis	Generic	General
CS_11969		heart attack and stomach pain	Generic	Expert
CS_11970		angina attack symptoms	Direct Answer	Expert
CS_11971		what is a fever virus	Generic	Expert
CS_11972		the best mosquito repellent	Generic	Opinion
CS_11973		first signs of copd	Direct Answer	Expert
CS_11974		heart attack and back pain	Generic	Expert
CS_11975		symptom of low thyroid	Direct Answer	Expert
CS_11976		natural cures for hernia	Direct Answer	Expert
CS_11977		pain between shoulders	Generic	Expert
CS_11978		bcg for bladder cancer	Direct Answer	Expert
CS_11979		what is bulbar palsy	Direct Answer	Expert
CS_11980		how to kill ringworm	Guide	Expert
CS_11981		dr julian whitaker complaints	Generic	General
CS_11982		how many hours does it	Generic	Expert
CS_11983		osteoarthritis leg pain	Generic	Expert
CS_11984		what is metatarsalgia	Generic	Expert
CS_11985		treatments for seizures	Guide	Expert
CS_11986		colon cancer pictures stool	Resource	General
CS_11987		christ hospital in oak lawn il	Generic	General
CS_11988		red blotches on arms	Generic	Expert
CS_11989		lump on head	Generic	Expert
CS_11990		how safe is a colonoscopy	Direct Answer	Expert
CS_11991		lankenau hospital doctors	Generic	General
CS_11992		hepatitis symptoms in men	Direct Answer	Expert
CS_11993		acetaminophen 500 mg	Generic	General
CS_11994		cure for gnat bites	Direct Answer	Expert
CS_11995		pictures of leg blood clots	Resource	Expert
CS_11996		cyst on the liver	Generic	Expert
CS_11997		low hemoglobin count	Generic	Expert
CS_11998		what does osteopenia mean	Generic	Expert
CS_11999		ask md for free	Navigational	General
CS_12000		forehead headache causes	Direct Answer	Expert
CS_12001		fifth disease of children	Generic	Expert
CS_12002		symptoms of having a stroke	Direct Answer	Expert
CS_12003		hip injection	Generic	Expert
CS_12004		what are internal hemorrhoids	Generic	Expert
CS_12005		diagnosis of kidney failure	Generic	Expert
CS_12006		what causes leg aches	Direct Answer	Expert
CS_12007		best leukemia hospitals	Direct Answer	Opinion
CS_12008		help withdrawal symptoms	Direct Answer	Expert
CS_12009		ear fungus treatment	Guide	Expert
CS_12010		heel spur surgery recovery	Direct Answer	Expert
CS_12011		neutrophil count	Generic	Expert
CS_12012		images of jock itch	Resource	General
CS_12013		icd-10-cm codes	Generic	Expert
CS_12014		causes of a big stomach	Direct Answer	Expert
CS_12015		prostatectomy recovery	Direct Answer	Expert
CS_12016		images of planters warts	Resource	General
CS_12017		what is a class 3 felony	Generic	Expert
CS_12018		what is a metastatic lesion	Generic	Expert
CS_12019		what is dry kidneys	Generic	General
CS_12020		acid reflux and coughing	Generic	Expert
CS_12021		diabetic soup recipe	Guide	General
CS_12022		foods with good bacteria	Generic	Expert
CS_12023		treatment for gastritis	Direct Answer	Expert
CS_12024		liver nodules symptoms	Direct Answer	Expert
CS_12025		how to treat hiatal hernia	Guide	Expert
CS_12026		causes of mucus in bowels	Direct Answer	Expert
CS_12027		drenamin side effects	Direct Answer	Expert
CS_12028		shingles pictures	Resource	General
CS_12029		what to do for hip pain	Guide	General
CS_12030		small bowel ileus treatment	Guide	Expert
CS_12031		hurthle cells in thyroid biopsy	Generic	Expert
CS_12032		cirrhosis liver stage 4	Generic	Expert
CS_12033		does vinegar help heartburn	Generic	Expert
CS_12034		treating shingles naturally	Guide	Expert
CS_12035		signs of vascular disease	Direct Answer	Expert
CS_12036		sternum area pain	Generic	Expert
CS_12037		what cause anxiety	Direct Answer	Expert
CS_12038		what is a heart bypass	Generic	Expert
CS_12039		black mold skin rash pictures	Resource	General
CS_12040		low potassium symptoms in women	Direct Answer	Expert
CS_12041		what causes water blisters	Direct Answer	Expert
CS_12042		what to eat with an ulcer	Direct Answer	Expert
CS_12043		methi seeds diabetes	Generic	Expert
CS_12044		symptoms of dying of cancer	Direct Answer	Expert
CS_12045		diabetes tracking chart	Resource	General
CS_12046		shingles pain in head	Generic	Expert
CS_12047		cancer hydrogen peroxide	Generic	Expert
CS_12048		symptons of brain tumor	Direct Answer	Expert
CS_12049		normal body temp for kids	Direct Answer	Expert
CS_12050		tricare prime retired	Generic	General
CS_12051		lung scarring causes	Direct Answer	Expert
CS_12052		adderall side effects adults	Direct Answer	Expert
CS_12053		what is urosepsis	Generic	Expert
CS_12054		ankle arthritis	Generic	Expert
CS_12055		hip pain pictures	Resource	Expert
CS_12056		mild pulmonary hypertension	Generic	Expert
CS_12057		geriatric doctors	Generic	General
CS_12058		what causes plantar warts	Direct Answer	Expert
CS_12059		what is spinal spondylosis	Direct Answer	Expert
CS_12060		possible causes of seizures	Direct Answer	Expert
CS_12061		tingling legs symptoms	Direct Answer	Expert
CS_12062		pain on right side of knee	Generic	Expert
CS_12063		food for high blood sugar	Direct Answer	Expert
CS_12064		polyethylene glycol 3350	Generic	Expert
CS_12065		itching hands and feet	Generic	Expert
CS_12066		uterine cancer survival rates	Direct Answer	Expert
CS_12067		physicians reviews	Generic	Expert
CS_12068		shingles pain how long	Direct Answer	Expert
CS_12069		causes of snoring in women	Direct Answer	Expert
CS_12070		global days for cpt codes	Direct Answer	Expert
CS_12071		ankle cramps at night	Direct Answer	Expert
CS_12072		spinal spondylosis	Generic	Expert
CS_12073		hip pain while lying down	Direct Answer	Expert
CS_12074		how to remove toe corns	Guide	Expert
CS_12075		how to treat conjunctivitis	Guide	Expert
CS_12076		herbs for anti inflammatory	Direct Answer	
CS_12077		ankle pain without injury	Generic	Expert
CS_12078		what can cause pink eye	Direct Answer	Expert
CS_12079		symptoms spinal stenosis	Direct Answer	Expert
CS_12080		what is immune deficiency	Generic	Expert
CS_12081		my right leg is swollen	Direct Answer	Expert
CS_12082		stop nose bleeds	Guide	Expert
CS_12083		beatles first album value	Direct Answer	Expert
CS_12084		leukocytes and blood in urine	Generic	Expert
CS_12085		ask a nurse online free	Direct Answer	General
CS_12086		neuropathy and leg pain	Generic	Expert
CS_12087		side effects of flax seed oil	Direct Answer	Expert
CS_12088		anxiety depression symptoms	Direct Answer	Expert
CS_12089		ovarian cancer stages	Direct Answer	Expert
CS_12090		what to use for mouth sores	Direct Answer	Expert
CS_12091		what is bacterial infection	Generic	Expert
CS_12092		cure for dermatitis on face	Guide	Expert
CS_12093		red blood cell count	Generic	Expert
CS_12094		about autism	Generic	Expert
CS_12095		naet practitioners	Navigational	General
CS_12096		symptoms high potassium	Direct Answer	Expert
CS_12097		ibuprofen doses	Direct Answer	Expert
CS_12098		dosage for colace	Direct Answer	Expert
CS_12099		red rash on chest	Generic	Expert
CS_12100		free medical help online	Navigational	General
CS_12101		reasons for a colonoscopy	Direct Answer	Expert
CS_12102		viral infection symptoms	Direct Answer	Expert
CS_12103		what is cardiac infarction	Generic	Expert
CS_12104		psa level chart	Resource	Expert
CS_12105		blood pressure by age chart	Resource	Expert
CS_12106		adult mumps symptoms	Direct Answer	Expert
CS_12107		abdominal cancer	Generic	Expert
CS_12108		pictures of moles on face	Resource	General
CS_12109		ablation on heart	Generic	Expert
CS_12110		sudden bowel incontinence	Generic	Expert
CS_12111		dry mouth at night treatment	Guide	Expert
CS_12112		what are records worth	Direct Answer	General
CS_12113		vertigo treatment maneuver	Guide	Expert
CS_12114		what is gluten free diet	Generic	Expert
CS_12115		renal diabetic diet	Generic	Expert
CS_12116		swelling under the eye	Direct Answer	Expert
CS_12117		lump on back of head	Generic	Expert
CS_12118		tarlov cysts symptoms	Direct Answer	Expert
CS_12119		lawsuits against dentists	Direct Answer	Expert
CS_12120		bun creatinine levels	Direct Answer	Expert
CS_12121		webmd doctors	Navigational	General
CS_12122		causes of bone loss in teeth	Direct Answer	Expert
CS_12123		high pulse rate treatment	Guide	Expert
CS_12124		leukemia and blood counts	Generic	Expert
CS_12125		free psa test results	Direct Answer	General
CS_12126		rash under nose pictures	Resource	General
CS_12127		treatment for bleeding gums	Guide	Expert
CS_12128		spondylolisthesis treatment	Direct Answer	Expert
CS_12129		what causes gout in knee	Direct Answer	Expert
CS_12130		what causes blood in phlegm	Direct Answer	Expert
CS_12131		uric acid in women	Generic	Expert
CS_12132		cause of kidney disease	Direct Answer	Expert
CS_12133		hiatal hernia in women	Generic	Expert
CS_12134		high level thyroid symptoms	Direct Answer	Expert
CS_12135		common blood diseases	Direct Answer	Expert
CS_12136		fatigue and joint pain causes	Direct Answer	Expert
CS_12137		webb doctor	Navigational	General
CS_12138		symptoms of chlamydia	Direct Answer	Expert
CS_12139		ingredients milk of magnesia	Direct Answer	Expert
CS_12140		prognosis for leukemia	Direct Answer	Expert
CS_12141		multi myeloma bone cancer	Generic	Expert
CS_12142		congestive heart failure legs	Generic	Expert
CS_12143		what is stomach virus	Generic	Expert
CS_12144		symptoms of gout in ankle	Direct Answer	Expert
CS_12145		loss of loved ones	Generic	Expert
CS_12146		poison plants 5 leaves	Generic	Expert
CS_12147		symptoms of h pylori ulcer	Direct Answer	Expert
CS_12148		diet for pancreas problems	Direct Answer	Expert
CS_12149		basal cell carcinoma facts	Generic	General
CS_12150		syrinx of the spine	Generic	Expert
CS_12151		elevated thyroid symptoms	Direct Answer	Expert
CS_12152		how to reduce night sweats	Guide	Expert
CS_12153		alpha lipoic acid benefits	Direct Answer	Expert
CS_12154		pictures lymphoma	Resource	General
CS_12155		mass on ovary symptoms	Direct Answer	Expert
CS_12156		shoulder injuries	Generic	Expert
CS_12157		treatment for shingles	Guide	Expert
CS_12158		turmeric as anti inflammatory	Direct Answer	Expert
CS_12159		fragile x syndrome symptoms	Direct Answer	Expert
CS_12160		what is urobilinogen	Generic	Expert
CS_12161		under eye spasms	Generic	Expert
CS_12162		knee replacement operation	Generic	Expert
CS_12163		clear liquids colonoscopy	Generic	Expert
CS_12164		what is ldl cholesterol level	Generic	Expert
CS_12165		treatment for leg numbness	Guide	Expert
CS_12166		high calcium in blood	Generic	Expert
CS_12167		list of lung infections	Direct Answer	General
CS_12168		gleason score 7 treatment	Direct Answer	Expert
CS_12169		pain in your testicles	Resource	Expert
CS_12170		eggs and high triglycerides	Generic	Expert
CS_12171		list of hospitals in arizona	Resource	General
CS_12172		hashimoto's thyroiditis diet	Direct Answer	General
CS_12173		what causes tooth sensitivity	Direct Answer	Expert
CS_12174		spiculated lung mass	Generic	Expert
CS_12175		personalities type test	Resource	Expert
CS_12176		skipped heartbeat symptoms	Direct Answer	Expert
CS_12177		removing fluid inner ear	Guide	Expert
CS_12178		verizon error codes	Direct Answer	General
CS_12179		ww myhealth va gov	Navigational	General
CS_12180		what are symptoms of asthma	Direct Answer	Expert
CS_12181		bladder carcinoma in situ	Direct Answer	Expert
CS_12182		blood clot in leg feels like	Direct Answer	Expert
CS_12183		microsoft office enterprise	Generic	General
CS_12184		signs of diabetes in men	Direct Answer	Expert
CS_12185		hiatal hernia and acid reflux	Generic	Expert
CS_12186		essential tremor disorder	Generic	Expert
CS_12187		gluten free foods to avoid	Direct Answer	Expert
CS_12188		pain in center of chest	Direct Answer	Expert
CS_12189		what is hypothyroidism symptoms	Direct Answer	Expert
CS_12190		what is esbl e coli	Generic	Expert
CS_12191		iron infusion treatment	Guide	Expert
CS_12192		what causes alot of gas	Direct Answer	Expert
CS_12193		neck and upper back pain	Generic	Expert
CS_12194		what is a dust mite	Generic	General
CS_12195		valve replacement	Generic	Expert
CS_12196		uterus cancer survival rates	Direct Answer	Expert
CS_12197		what is pre eclampsia	Generic	Expert
CS_12198		mrsa infection pictures leg	Resource	Expert
CS_12199		provider taxonomy codes	Direct Answer	General
CS_12200		muscle pain due to statins	Generic	Expert
CS_12201		what is hydroco	Generic	Expert
CS_12202		sternum injury treatment	Direct Answer	Expert
CS_12203		lemon juice and gout	Generic	Expert
CS_12204		what is german measles	Generic	Expert
CS_12205		lower back pain kidney symptoms	Direct Answer	Expert
CS_12206		dry cough and wheezing	Generic	Expert
CS_12207		aspen dental lawsuit	Generic	Expert
CS_12208		crohn disease children	Generic	Expert
CS_12209		red yeast rice dosage	Direct Answer	Expert
CS_12210		cure for stiff neck	Direct Answer	Expert
CS_12211		overactive bladder treatment	Guide	Expert
CS_12212		learn to read for adults free	Generic	Expert
CS_12213		esophagus ulcer treatment	Guide	Expert
CS_12214		infectious disease doctor	Direct Answer	
CS_12215		new jersey support groups	Generic	
CS_12216		cpt code lookup free	Direct Answer	General
CS_12217		how to treat a bulging disk	Guide	Expert
