CS_ID	Keyword_ID	Keyword	Intent_1	Authority
CS_2324	2190	types of liver diseases	Generic	Expert
CS_2325	2189	lower back pain exercise	Direct Answer	Expert
CS_2326	2189	causes of skin tags	Direct Answer	Expert
CS_2327	2188	foods that diabetics can eat	Direct Answer	General
CS_2328	2188	what can i take for arthritis	Direct Answer	Expert
CS_2329	2188	what is magnesium malate	Generic	General
CS_2330	2187	dayquil cold and flu dosage	Direct Answer	General
CS_2331	2186	sample biography on yourself	Generic	General
CS_2332	2185	water on the knee remedies	Guide	Expert
CS_2333	2184	noseeums bite treatment	Guide	General
CS_2334	2184	gout symptoms and cures	Direct Answer	Expert
CS_2335	2184	full knee replacement	Generic	Expert
CS_2336	2183	blood clot symptoms foot	Direct Answer	Expert
CS_2337	2183	symptoms of mrsa infection	Direct Answer	Expert
CS_2338	2182	what causes pain in toes	Direct Answer	Expert
CS_2339	2182	how to get blood sugar down	Guide	Expert
CS_2340	2182	foods high in hdl cholesterol	Direct Answer	Expert
CS_2341	2182	maltodextrin side effects	Direct Answer	Expert
CS_2342	2182	strangulated hernia symptoms	Direct Answer	Expert
CS_2343	2182	symptoms of low ferritin	Direct Answer	Expert
CS_2344	2182	childrens rashes pictures	Resource	General
CS_2345	2180	hardening arteries symptoms	Direct Answer	Expert
CS_2346	2180	how is shingles transmitted	Direct Answer	Expert
CS_2347	2180	causes of sleeping too much	Direct Answer	Expert
CS_2348	2180	how is c diff transmitted	Direct Answer	Expert
CS_2349	2180	what is moyamoya syndrome	Generic	Expert
CS_2350	2180	treatment for gout in ankle	Guide	Expert
CS_2351	2180	causes of abdominal bloating	Direct Answer	Expert
CS_2352	2179	what is mucinex	Generic	General
CS_2353	2179	lung cancer symptoms	Direct Answer	Expert
CS_2354	2178	what is esbl infection	Generic	Expert
CS_2355	2178	what foods can diabetics eat	Direct Answer	General
CS_2356	2178	probate court records	Navigational	General
CS_2357	2177	causes of a bloated stomach	Direct Answer	Expert
CS_2358	2177	what is kyphoplasty	Generic	General
CS_2359	2177	flu symptoms in adults	Direct Answer	Expert
CS_2360	2177	parathyroid gland symptoms	Direct Answer	Expert
CS_2361	2177	benifits of coconut water	Direct Answer	Expert
CS_2362	2176	calf pain blood clot symptoms	Direct Answer	Expert
CS_2363	2175	different types of leukemia	Generic	Expert
CS_2364	2175	is cystoscopy painful	Direct Answer	Opinion
CS_2365	2175	what is gallbladder polyps	Direct Answer	General
CS_2366	2174	iodine side effects	Direct Answer	Expert
CS_2367	2174	esophageal reflux treatment	Guide	Expert
CS_2368	2174	warning signs of lymphoma	Direct Answer	Expert
CS_2369	2174	sarcoidosis of the lung	Generic	Expert
CS_2370	2173	truvia sweetener dangers	Direct Answer	Expert
CS_2371	2173	cause of morning headaches	Direct Answer	Expert
CS_2372	2172	poison sumac pictures	Resource	General
CS_2373	2172	estrogen therapy side effects	Direct Answer	Expert
CS_2374	2172	explain blood test results	Generic	Expert
CS_2375	2172	dermatomyositis rash pictures	Resource	General
CS_2376	2171	salmonella symptoms	Direct Answer	Expert
CS_2377	2170	vulvar cancer pictures	Resource	General
CS_2378	2170	cholesterol hdl ratio range	Direct Answer	Expert
CS_2379	2170	what is a pulmonary embolism	Generic	Expert
CS_2380	2170	folic acid side effects	Direct Answer	Expert
CS_2381	2170	what is ashwagandha	Generic	General
CS_2382	2169	what causes optical migraine	Direct Answer	Expert
CS_2383	2169	is a cold sore contagious	Direct Answer	Expert
CS_2384	2169	pneumonia shot	Direct Answer	Expert
CS_2385	2168	heat stroke warning signs	Direct Answer	Expert
CS_2386	2168	causes of swollen ankles	Direct Answer	Expert
CS_2387	2168	cholesterol levels for women	Direct Answer	Expert
CS_2388	2168	causes of right leg pain	Direct Answer	Expert
CS_2389	2167	fish oil dosage	Direct Answer	General
CS_2390	2167	recovery after a hysterectomy	Direct Answer	Expert
CS_2391	2167	colon pain symptoms	Direct Answer	Expert
CS_2392	2167	what foods lower cholesterol	Direct Answer	Expert
CS_2393	2167	statins and muscle pain	Generic	Expert
CS_2394	2167	symptoms of sinus headache	Direct Answer	Expert
CS_2395	2166	what causes itchy feet	Direct Answer	Expert
CS_2396	2166	sympathy thankyou wording	Generic	General
CS_2397	2166	the signs of autism	Direct Answer	Expert
CS_2398	2165	side effects of ganoderma	Direct Answer	Expert
CS_2399	2165	what does a root canal cost	Transactional	General
CS_2400	2165	cost of shoulder surgery	Transactional	Expert
CS_2401	2165	what is depression	Generic	General
CS_2402	2164	potassium levels	Generic	General
CS_2403	2164	how much dentures cost	Transactional	General
CS_2404	2164	negative tb test photos	Resource	General
CS_2405	2164	l arginine dosage	Direct Answer	Expert
CS_2406	2164	spindle cell tumor prognosis	Direct Answer	Expert
CS_2407	2164	symptons of bladder infection	Direct Answer	Expert
CS_2408	2163	collagenous colitis treatment	Guide	Expert
CS_2409	2163	what causes ear noises	Direct Answer	Expert
CS_2410	2163	bee sting treatment baking soda	Guide	General
CS_2411	2162	is hepatitis c contagious	Direct Answer	General
CS_2412	2162	what is brachytherapy	Generic	Expert
CS_2413	2162	how is c diff contagious	Direct Answer	Expert
CS_2414	2162	impetigo symptoms pictures	Resource	General
CS_2415	2162	pictures of knee bursitis	Resource	General
CS_2416	2161	cancer after hysterectomy	Direct Answer	Expert
CS_2417	2161	list of foods with purines	Direct Answer	General
CS_2418	2161	acid reflux cancer symptoms	Direct Answer	Expert
CS_2419	2160	fasting blood sugar level	Direct Answer	Expert
CS_2420	2160	collapsed lung treatment	Guide	Expert
CS_2421	2160	side effects fish oil	Direct Answer	Expert
CS_2422	2159	hipaa medical release form	Resource	General
CS_2423	2159	grapefruit and statins	Direct Answer	General
CS_2424	2157	mrsa images pictures	Resource	General
CS_2425	2157	what is a flax seed	Generic	General
CS_2426	2157	treatment for neck spasms	Guide	Expert
CS_2427	2156	mosquito control	Generic	General
CS_2428	2156	symtoms of hypothyroidism	Direct Answer	Expert
CS_2429	2156	images of cervical cancer	Resource	General
CS_2430	2154	panic attack symptoms	Direct Answer	Expert
CS_2431	2153	low blood sugar treatment	Guide	Expert
CS_2432	2153	what is pancreas	Generic	General
CS_2433	2152	pictures of red dots on skin	Resource	General
CS_2434	2151	vinegar for acid reflux cure	Guide	Expert
CS_2435	2151	edgepark ostomy supplies	Transactional	General
CS_2436	2151	pre colonoscopy instructions	Guide	Expert
CS_2437	2151	what is an echogram	Generic	General
CS_2438	2151	what is a cysts	Generic	General
CS_2439	2150	what causes heart disease	Direct Answer	Expert
CS_2440	2150	medical symptoms diagnosis	Generic	General
CS_2441	2149	uterine cancer prognosis	Direct Answer	Expert
CS_2442	2148	lip cancer photos pictures	Resource	General
CS_2443	2148	modifiers for medical billing	Generic	General
CS_2444	2148	best diet for h pylori	Direct Answer	Expert
CS_2445	2147	symptoms of brain aneurysm	Direct Answer	Expert
CS_2446	2147	what is a silent migraine	Direct Answer	Expert
CS_2447	2147	frequent bowel movements	Generic	Expert
CS_2448	2147	plywood types and grades	Direct Answer	General
CS_2449	2147	what causes high psa levels	Direct Answer	Expert
CS_2450	2147	what is a brain tumor	Generic	General
CS_2451	2146	pictures of psoriasis on hands	Resource	General
CS_2452	2145	enlarged lymph nodes lung	Generic	Expert
CS_2453	2145	what to do for leg cramps	Guide	General
CS_2454	2145	antibiotics for sinus infection	Direct Answer	Expert
CS_2455	2143	lyric hearing aids cost	Transactional	General
CS_2456	2142	scanning instructions	Generic	General
CS_2457	2142	what is benign hypertension	Generic	Expert
CS_2458	2142	help me identify a pill	Guide	Expert
CS_2459	2142	top rated hearing aid brands	Direct Answer	Opinion
CS_2460	2141	types of heart diseases list	Direct Answer	Expert
CS_2461	2141	flatulence causes and cures	Direct Answer	Expert
CS_2462	2141	end stage pulmonary fibrosis	Generic	Expert
CS_2463	2141	scabies pictures on skin	Resource	General
CS_2464	2140	sample menu for diabetic diet	Resource	Expert
CS_2465	2140	dangers of turmeric	Direct Answer	Expert
CS_2466	2140	symptoms of low potassium	Direct Answer	Expert
CS_2467	2139	what is carotid artery disease	Generic	General
CS_2468	2138	testerone side effects	Direct Answer	Expert
CS_2469	2138	pics of fungal skin rashes	Resource	Expert
CS_2470	2137	medi-cal doctor directory	Navigational	General
CS_2471	2137	what is saw palmetto	Generic	General
CS_2472	2137	pictures of warts	Resource	General
CS_2473	2137	pictures of heart disease	Resource	General
CS_2474	2136	how to stop sinus drainage	Guide	Expert
CS_2475	2136	elevated triglycerides causes	Direct Answer	Expert
CS_2476	2136	charcot foot pictures	Resource	General
CS_2477	2136	food for high blood pressure	Direct Answer	Expert
CS_2478	2136	rotator cuff symptoms	Direct Answer	Expert
CS_2479	2136	types of brain cancer	Generic	Expert
CS_2480	2136	what foods can cause gout	Direct Answer	Expert
CS_2481	2135	what are the signs of anemia	Direct Answer	Expert
CS_2482	2135	house spider bite pictures	Resource	General
CS_2483	2135	side effects of coenzyme q10	Direct Answer	Expert
CS_2484	2135	what is stomach flu	Generic	General
CS_2485	2134	ideal blood sugar level	Direct Answer	Expert
CS_2486	2133	what is heart	Generic	General
CS_2487	2133	symptoms of arthritis in feet	Direct Answer	Expert
CS_2488	2133	what is normal tsh	Direct Answer	Expert
CS_2489	2133	how to cure neuropathy	Guide	Expert
CS_2490	2132	what is the cause of diabetes	Direct Answer	Expert
CS_2491	2132	rhizotomy procedure	Generic	Expert
CS_2492	2132	how to treat bulging disc	Guide	Expert
CS_2493	2132	what is a physiatrist	Generic	General
CS_2494	2132	sharp stabbing pain in leg	Direct Answer	Expert
CS_2495	2131	what is renal disease	Generic	General
CS_2496	2131	meals for diabetics	Direct Answer	Expert
CS_2497	2131	foods to eat when diarrhea	Direct Answer	Expert
CS_2498	2130	what is antibodies in blood	Generic	General
CS_2499	2130	what causes thigh cramps	Direct Answer	Expert
CS_2500	2130	what is marfan syndrome	Direct Answer	Expert
CS_2501	2130	cherry juice side effects	Direct Answer	Expert
CS_2502	2129	what is a fib	Generic	General
CS_2503	2128	what causes dizziness	Direct Answer	Expert
CS_2504	2128	what causes warts on face	Direct Answer	Expert
CS_2505	2128	aloe vera juice benefits	Direct Answer	Expert
CS_2506	2128	what is arnica cream	Generic	Expert
CS_2507	2127	hysterectomy recovery	Direct Answer	Expert
CS_2508	2126	stryker knee recall	Direct Answer	General
CS_2509	2126	zinc benefits	Direct Answer	Expert
CS_2510	2126	squamous cell cancer	Generic	Expert
CS_2511	2126	peppermint oil uses	Direct Answer	General
CS_2512	2126	what are symptoms of autism	Direct Answer	Expert
CS_2513	2126	appendix location pain	Direct Answer	Expert
CS_2514	2126	what is trans fats	Generic	General
CS_2515	2125	what is atrial fibrillation	Generic	General
CS_2516	2125	pancreas symptoms	Direct Answer	Expert
CS_2517	2125	photos of geographic tongue	Resource	General
CS_2518	2124	hydroxyz hcl 25 mg	Direct Answer	General
CS_2519	2124	aleve ingredients list	Direct Answer	General
CS_2520	2124	free online cpt code search	Navigational	General
CS_2521	2124	what causes stasis dermatitis	Direct Answer	Expert
CS_2522	2124	what is alopecia areata	Generic	General
CS_2523	2123	photos of eczema on legs	Resource	Expert
CS_2524	2123	shoppers home health care	Generic	General
CS_2525	2123	macular pucker symptoms	Direct Answer	Expert
CS_2526	2123	wegener's disease treatment	Direct Answer	Expert
CS_2527	2123	about diverticulitis	Generic	General
CS_2528	2122	stage 4 melanoma pictures	Resource	General
CS_2529	2122	diet for diverticulitis	Direct Answer	Expert
CS_2530	2121	kidney pain symptoms	Direct Answer	Expert
CS_2531	2121	nose bleeds and cancer	Generic	Expert
CS_2532	2120	causes of itchy eyelids	Direct Answer	Expert
CS_2533	2120	what is fatty liver	Generic	General
CS_2534	2120	ankle surgery recovery time	Direct Answer	Expert
CS_2535	2119	causes of wavy vision	Direct Answer	Expert
CS_2536	2119	prop 65 warning label	Resource	General
CS_2537	2119	stages of throat cancer	Direct Answer	Expert
CS_2538	2119	recovery from hernia surgery	Direct Answer	Expert
CS_2539	2119	new flu shot side effects	Direct Answer	Expert
CS_2540	2119	what are white spots on skin	Generic	Expert
CS_2541	2118	what can cause a stroke	Direct Answer	Expert
CS_2542	2118	foods to avoid osteoarthritis	Direct Answer	Expert
CS_2543	2118	pics of shingles rash	Resource	General
CS_2544	2118	side effects of sucralose	Direct Answer	Expert
CS_2545	2117	dropped bladder problems	Generic	Expert
CS_2546	2117	how to get a copy of dd214	Resource	General
CS_2547	2117	white spots on skin pictures	Resource	General
CS_2548	2116	what is a normal sed rate	Direct Answer	Expert
CS_2549	2116	treatment for swollen feet	Guide	Expert
CS_2550	2116	tonic water leg cramps	Generic	Expert
CS_2551	2116	hemochromatosis diet plan	Direct Answer	Expert
CS_2552	2115	what causes low heart rate	Direct Answer	Expert
CS_2553	2115	relief for severe leg cramps	Guide	Expert
CS_2554	2114	thyroid cancer survival rate	Direct Answer	Expert
CS_2555	2114	metal poisoning symptoms	Direct Answer	General
CS_2556	2114	foods that help gout	Direct Answer	Expert
CS_2557	2114	pulmonary fibrosis prognosis	Direct Answer	General
CS_2558	2113	how long does sciatica last	Direct Answer	Expert
CS_2559	2113	pictures of warts on toes	Resource	General
CS_2560	2113	health assessment form	Resource	General
CS_2561	2113	what is stomach hernia	Generic	Expert
CS_2562	2112	blood in phlegm cough	Generic	Expert
CS_2563	2112	flea treatment for humans	Guide	General
CS_2564	2112	average cost of a facelift	Transactional	General
CS_2565	2112	how to relieve shingles pain	Guide	Expert
CS_2566	2111	stage 3 liver disease	Generic	Expert
CS_2567	2110	what causes stomach gas	Direct Answer	Expert
CS_2568	2109	cetirizine hydrochloride 10 mg	Direct Answer	Expert
CS_2569	2109	walgreens price list	Navigational	General
CS_2570	2109	home remedies for eczema	Guide	General
CS_2571	2109	pleurisy symptoms back pain	Direct Answer	Expert
CS_2572	2107	what is a cat scan used for	Generic	Expert
CS_2573	2107	mucus in throat and cough	Generic	General
CS_2574	2106	symptoms of polymyalgia	Direct Answer	Expert
CS_2575	2106	how much is eyelid surgery	Transactional	General
CS_2576	2106	pictures of skin disease	Resource	General
CS_2577	2106	alpha lipoic acid side effects	Direct Answer	Expert
CS_2578	2106	pain after rotator cuff surgery	Direct Answer	Expert
CS_2579	2104	symptoms and causes	Generic	General
CS_2580	2104	treatment for nerve damage	Direct Answer	Expert
CS_2581	2104	how to treat poison ivy	Guide	General
CS_2582	2104	cure for morton's neuroma	Direct Answer	Expert
CS_2583	2104	what causes pain in the leg	Direct Answer	Expert
CS_2584	2103	first sign of shingles	Direct Answer	Expert
CS_2585	2103	acidophilus side effects	Direct Answer	Expert
CS_2586	2103	hypothyroidism symptoms	Direct Answer	Expert
CS_2587	2103	chloride levels in blood	Direct Answer	Expert
CS_2588	2103	stage three kidney disease	Generic	Expert
CS_2589	2102	cervical cancer symptoms	Direct Answer	Expert
CS_2590	2102	skin blisters pictures	Resource	General
CS_2591	2102	fibroids in uterus	Generic	Expert
CS_2592	2101	normal blood sugar for men	Direct Answer	General
CS_2593	2101	what is stage iv cancer	Generic	Expert
CS_2594	2101	symtoms of blood clots	Direct Answer	Expert
CS_2595	2101	antibiotics for lyme disease	Direct Answer	Expert
CS_2596	2101	side effects of 2013 flu shot	Direct Answer	Expert
CS_2597	2101	what is leaky gut	Generic	General
CS_2598	2100	best cream for jock itch	Direct Answer	Opinion
CS_2599	2100	symptoms of hip osteoarthritis	Direct Answer	Expert
CS_2600	2099	gall blader symptoms	Direct Answer	Expert
CS_2601	2099	colonoscopy food list	Direct Answer	General
CS_2602	2099	is thrush contagious	Direct Answer	Expert
CS_2603	2099	diabetic foot pain relief	Direct Answer	Expert
CS_2604	2098	pictures of lump on testicle	Resource	General
CS_2605	2098	lab results interpretation	Direct Answer	Expert
CS_2606	2097	cures for severe constipation	Guide	Expert
CS_2607	2097	what causes low blood platelets	Direct Answer	Expert
CS_2608	2096	causes of dizziness	Direct Answer	Expert
CS_2609	2096	what causes uti in women	Direct Answer	Expert
CS_2610	2095	medication interactions	Generic	General
CS_2611	2095	burning tongue causes	Direct Answer	Expert
CS_2612	2095	signs of menopause at 50	Direct Answer	Expert
CS_2613	2095	11 signs of lupus	Direct Answer	Expert
CS_2614	2095	what is low blood pressure	Generic	Expert
CS_2615	2094	pictures of a hip replacement	Resource	General
CS_2616	2094	pics of pilonidal cyst	Resource	General
CS_2617	2094	types of cancer	Generic	Expert
CS_2618	2093	macular degeneration cure	Guide	Expert
CS_2619	2093	ask medical question free	Navigational	General
CS_2620	2093	what is abdominal hernia	Generic	General
CS_2621	2093	symptoms of back cancer	Direct Answer	Expert
CS_2622	2092	is pnuemonia contagious	Direct Answer	Expert
CS_2623	2092	probiotic yogurt brands	Transactional	General
CS_2624	2092	treatment for leg cramps	Guide	Expert
CS_2625	2092	low blood pressure causes	Direct Answer	Expert
CS_2626	2092	what are symptoms of uti	Direct Answer	Expert
CS_2627	2092	what is urea nitrogen	Generic	General
CS_2628	2091	ankle fusion recovery time	Direct Answer	Expert
CS_2629	2091	natural cure for diarrhea	Guide	General
CS_2630	2091	gout remedies cherry juice	Direct Answer	Expert
CS_2631	2091	post knee surgery swelling	Generic	Expert
CS_2632	2090	symptoms of impacted bowel	Direct Answer	Expert
CS_2633	2089	health information	Generic	General
CS_2634	2089	replacement of aortic valve	Direct Answer	Expert
CS_2635	2089	bone density scores meaning	Generic	Expert
CS_2636	2089	vertigo causes and treatment	Direct Answer	Expert
CS_2637	2087	sleep apnea symptoms	Direct Answer	Expert
CS_2638	2087	gleason score and prognosis	Direct Answer	Expert
CS_2639	2087	lung fibrosis	Generic	General
CS_2640	2087	rash from antibiotics pictures	Resource	General
CS_2641	2086	stage 1 melanoma pictures	Resource	General
CS_2642	2086	how to use a catheter	Guide	Expert
CS_2643	2086	procedure for kidney biopsy	Generic	Expert
CS_2644	2086	what causes scabies rash	Direct Answer	Expert
CS_2645	2086	symptoms of hiatal hernia	Direct Answer	Expert
CS_2646	2086	noonan syndrome pictures	Resource	General
CS_2647	2085	ask doctor questions for free	Navigational	General
CS_2648	2084	lactic acidosis in diabetes	Generic	Expert
CS_2649	2084	what causes seizure	Direct Answer	Expert
CS_2650	2084	restless legs symptoms	Direct Answer	General
CS_2651	2084	healthsouth rehab locations	Direct Answer	General
CS_2652	2084	symptoms of paget's disease	Direct Answer	Expert
CS_2653	2083	images of the uterus	Resource	General
CS_2654	2082	what is aspergers	Generic	General
CS_2655	2082	pictures of feet problems	Resource	General
CS_2656	2082	what is bun in blood test	Generic	Expert
CS_2657	2082	cataract surgery after effects	Direct Answer	Expert
CS_2658	2082	bleeding ulcer symptoms	Direct Answer	Expert
CS_2659	2082	what is a embolism	Generic	Expert
CS_2660	2082	how to treat bed sores	Guide	Expert
CS_2661	2082	normal dosage of aspirin	Direct Answer	General
CS_2662	2081	stage four kidney disease	Generic	Expert
CS_2663	2081	pgx fiber side effects	Direct Answer	Expert
CS_2664	2080	cause of excessive belching	Direct Answer	Expert
CS_2665	2080	nyquil nighttime ingredients	Direct Answer	General
CS_2666	2079	treating bed sores at home	Guide	Expert
CS_2667	2079	brain cancer survival rate	Direct Answer	General
CS_2668	2079	home remedies for dogs	Guide	General
CS_2669	2079	fluid in lungs from cancer	Direct Answer	Expert
CS_2670	2078	what is glycemic index	Generic	General
CS_2671	2077	how to cure itchy skin	Guide	Expert
CS_2672	2077	signs of kidney stones	Direct Answer	Expert
CS_2673	2077	pnr status checking	Navigational	General
CS_2674	2076	dermatomyositis pictures	Resource	General
CS_2675	2076	first symptom of shingles	Direct Answer	Expert
CS_2676	2075	best foods for gout patients	Direct Answer	Expert
CS_2677	2075	what is wagner's disease	Generic	General
CS_2678	2075	hornet sting treatment	Guide	General
CS_2679	2074	side effects of iron infusion	Direct Answer	Expert
CS_2680	2074	thumb joint pain	Generic	Expert
CS_2681	2074	high blood pressure diet	Direct Answer	Expert
CS_2682	2074	heart ablation procedure	Generic	Expert
CS_2683	2074	pictures of mite bites	Resource	General
CS_2684	2074	early signs of cataracts	Direct Answer	Expert
CS_2685	2073	what is chrons disease	Generic	Expert
CS_2686	2072	side effects from tetanus shot	Direct Answer	Expert
CS_2687	2072	symptoms of bowel diseases	Direct Answer	Expert
CS_2688	2072	exercises for arthritis	Direct Answer	Expert
CS_2689	2071	cost of neck lift surgery	Transactional	Expert
CS_2690	2071	what causes pancreatitis	Direct Answer	Expert
CS_2691	2070	what causes sleep apnea	Direct Answer	Expert
CS_2692	2068	hipaa consent form	Resource	General
CS_2693	2068	what causes anxiety disorder	Direct Answer	Expert
CS_2694	2068	gluten foods to avoid list	Direct Answer	General
CS_2695	2068	what is a bmp blood test	Generic	Expert
CS_2696	2067	canker sores in mouth causes	Direct Answer	Expert
CS_2697	2067	broken ankle healing time	Direct Answer	Expert
CS_2698	2066	best treatment for dry mouth	Guide	Expert
CS_2699	2066	pinched nerve leg treatment	Direct Answer	Expert
CS_2700	2066	cholesterol levels by age	Generic	General
CS_2701	2065	how to take metamucil	Guide	General
CS_2702	2065	eye surgery for glaucoma	Generic	Expert
CS_2703	2065	what causes heart fibrillation	Direct Answer	Expert
CS_2704	2065	venous insufficiency treatment	Direct Answer	Expert
CS_2705	2064	fibroid cancer symptoms	Direct Answer	Expert
CS_2706	2064	liver detox home remedy	Guide	General
CS_2707	2064	diabetic ulcers pictures	Resource	General
CS_2708	2064	pictures of prickly heat rash	Resource	General
CS_2709	2064	gallbladder attack what to do	Guide	Expert
CS_2710	2063	hospitals contact numbers	Generic	General
CS_2711	2062	astrocytoma survival rate	Direct Answer	Expert
CS_2712	2062	bun creatinine ratio high	Generic	Expert
CS_2713	2062	foods for diarrhea in adults	Direct Answer	Expert
CS_2714	2062	normal female pulse rate	Direct Answer	General
CS_2715	2061	cure for polymyalgia	Direct Answer	Expert
CS_2716	2061	how to repair liver damage	Guide	Expert
CS_2717	2060	how to treat buttocks boils	Guide	Expert
CS_2718	2060	peer review examples	Direct Answer	General
CS_2719	2060	pictures of hives	Resource	General
CS_2720	2060	pacemaker with defibrillator	Generic	General
CS_2721	2059	causes for stomach bloating	Direct Answer	Expert
CS_2722	2059	treat severe constipation	Guide	Expert
CS_2723	2059	dr email addresses	Generic	General
CS_2724	2059	what cause kidney failure	Direct Answer	Expert
CS_2725	2058	lupus early symptoms	Direct Answer	Expert
CS_2726	2058	rotator cuff injury symptoms	Direct Answer	Expert
CS_2727	2058	gastrointestinal symptoms	Direct Answer	Expert
CS_2728	2058	wwe codes	Direct Answer	General
CS_2729	2057	what is ketoacidosis	Direct Answer	Expert
CS_2730	2056	icd-9 procedure codes	Direct Answer	General
CS_2731	2056	gout photos	Resource	General
CS_2732	2055	artery blockage treatment	Direct Answer	Expert
CS_2733	2054	blue light for skin cancer	Direct Answer	Expert
CS_2734	2054	what is thyroid storm	Generic	Expert
CS_2735	2054	what is eosinophils	Generic	General
CS_2736	2054	what is carcinoid tumor	Direct Answer	Expert
CS_2737	2053	how to treat a trigger finger	Guide	Expert
CS_2738	2053	images of melanoma moles	Resource	General
CS_2739	2052	carpal tunnel recovery	Direct Answer	Expert
CS_2740	2051	pictures blood poisoning	Resource	General
CS_2741	2051	treatment for poison ivy	Guide	General
CS_2742	2051	multiple myeloma stage 4	Generic	Expert
CS_2743	2051	how to heal shin splints	Guide	Expert
CS_2744	2051	bowel cancer symptoms	Direct Answer	Expert
CS_2745	2050	coq10 recommended dose	Direct Answer	Expert
CS_2746	2050	what causes forearm pain	Direct Answer	Expert
CS_2747	2050	what is a low platelet count	Generic	Expert
CS_2748	2050	side effects of metamucil	Direct Answer	Expert
CS_2749	2050	red rash on neck pictures	Resource	General
CS_2750	2049	opm 71 fillable form	Resource	General
CS_2751	2049	head lice home remedies	Guide	General
CS_2752	2049	gall bladder symptoms	Direct Answer	Expert
CS_2753	2048	heal n soothe complaints	Generic	Opinion
CS_2754	2048	billing codes	Generic	General
CS_2755	2048	pancreatic pain	Generic	Expert
CS_2756	2048	what causes the gout	Direct Answer	Expert
CS_2757	2047	signs of autism in boys	Direct Answer	Expert
CS_2758	2047	staph infection picture	Resource	General
CS_2759	2047	where pancreas is located	Direct Answer	General
CS_2760	2047	what is blood pressure	Generic	General
CS_2761	2046	what is facet disease	Generic	General
CS_2762	2046	morgellons syndrome pictures	Resource	General
CS_2763	2044	symptoms of mental illness	Direct Answer	Expert
CS_2764	2043	rash on buttocks pictures	Resource	General
CS_2765	2043	what is the best pain reliever	Direct Answer	Opinion
CS_2766	2043	medical pictures	Resource	General
CS_2767	2042	ferrous sulfate 325 mg	Generic	General
CS_2768	2042	high purine food list	Direct Answer	General
CS_2769	2042	what causes a fever blister	Direct Answer	Expert
CS_2770	2042	what is precancerous polyps	Generic	Expert
CS_2771	2042	what is an irregular heart beat	Generic	Expert
CS_2772	2041	what is a colon resection	Generic	Expert
CS_2773	2040	emphysema symptoms	Direct Answer	Expert
CS_2774	2040	how to treat sciatic nerve	Guide	Expert
CS_2775	2040	oil of oregano benefits	Direct Answer	Expert
CS_2776	2040	proper diet for acid reflux	Direct Answer	Expert
CS_2777	2039	pictures of eye sty	Resource	General
CS_2778	2039	how to cure diabetes	Guide	Expert
CS_2779	2039	what is over active thyroid	Generic	Expert
CS_2780	2039	stomach pain symptoms	Direct Answer	Expert
CS_2781	2039	itchy skin cancer symptoms	Direct Answer	Expert
CS_2782	2039	foods to eat for hiatal hernia	Direct Answer	Expert
CS_2783	2038	symptoms of crohn disease	Direct Answer	Expert
CS_2784	2038	causes of upper arm pain	Direct Answer	Expert
CS_2785	2037	rick simpson oil for sale	Navigational	General
CS_2786	2037	symptoms of hypoglycemia	Direct Answer	Expert
CS_2787	2036	bartholin cyst images	Resource	General
CS_2788	2036	symptoms before a stroke	Direct Answer	Expert
CS_2789	2035	cost of vaccinations	Transactional	General
CS_2790	2035	what is a computer viruses	Generic	General
CS_2791	2035	common symptoms of als	Direct Answer	Expert
CS_2792	2035	is parkinson disease inherited	Direct Answer	Expert
CS_2793	2035	tea tree oil uses	Direct Answer	General
CS_2794	2035	pictures of testicular cancer	Resource	General
CS_2795	2034	cost of lasik eye surgery	Transactional	General
CS_2796	2034	body rash pictures	Resource	General
CS_2797	2034	what is a nodule	Generic	General
CS_2798	2034	what cures canker sores	Guide	Expert
CS_2799	2033	high lymphs blood test	Generic	Expert
CS_2800	2033	salty taste in mouth symptom	Direct Answer	Expert
CS_2801	2033	identification markings	Generic	General
CS_2802	2033	pre colonoscopy diet list	Direct Answer	Expert
CS_2803	2032	dental procedure codes	Generic	General
CS_2804	2031	how to find if someone died	Guide	General
CS_2805	2030	what are lung nodules	Generic	Expert
CS_2806	2030	congenital heart failure	Generic	Expert
CS_2807	2030	what is scabies look like	Direct Answer	General
CS_2808	2030	cure for nerve damage	Guide	Expert
CS_2809	2029	what is myelodysplastic	Generic	Expert
CS_2810	2029	what causes shingles rash	Direct Answer	Expert
CS_2811	2029	early skin cancer symptoms	Direct Answer	Expert
CS_2812	2029	gout what not to eat list	Direct Answer	Expert
CS_2813	2028	ask a medical question free	Navigational	General
CS_2814	2028	what is root canal treatment	Direct Answer	Expert
CS_2815	2028	mayonnaise will kill lice	Direct Answer	General
CS_2816	2027	waiver and release form	Resource	General
CS_2817	2027	hammer toes surgery pictures	Resource	General
CS_2818	2026	hemoglobin levels	Generic	General
CS_2819	2026	what is sulfamethox-tmp	Generic	General
CS_2820	2026	free acupressure points chart	Resource	General
CS_2821	2025	how to relieve gout pain	Guide	Expert
CS_2822	2025	melanoma scalp pictures	Resource	General
CS_2823	2025	sessile polyps in colon	Generic	Expert
CS_2824	2025	brain stem stroke prognosis	Direct Answer	Expert
CS_2825	2025	seborrheic keratosis pictures	Resource	General
CS_2826	2024	fasting before psa blood test	Direct Answer	Expert
CS_2827	2024	anxiety rash pictures	Resource	General
CS_2828	2024	what is autoimmune disease	Generic	Expert
